,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
,45,22.407,3.3,0.165,33,20.07712193,,,,,,,3.3,13,,,,5,20,20,20,20,20,5,20,20
,46,22.572,3.2,0.264,32,7.4575,,,,,,,2.3,12,,,,4,20,14,20,6,2,1,20,20
,47,22.836,4.2,0.33,42,6.72,,,,,,,1.3,20,,,,3,20,19,13,9,3,4,16,20
,48,23.166,3.3,0.198,33,10.03856097,,,,,,,5.4,20,,,,2,20,20,12,15,8,11,20,20
,49,23.364,3.4,0.165,34,7.4575,,,,,,,4.4,6,,,,1,20,20,20,10,7,18,20,17
,50,23.529,2.4,0.033,24,6.72,,,,,,,3.4,9,,,,,,,,,,,,
,51,23.562,2.5,0.264,25,7.4575,,,,,,,2.4,15,,,,,,,,,,,,
,52,23.826,2.6,0.429,26,7.4575,,,,,,,1.4,10,,,,,,,,,,,,
,53,24.255,1.8,0.27,18,16.35896161,,,,,,,5.5,20,,,,,,,,,,,,
,54,24.525,1.8,,18,,,,,,,,4.5,2,,,,,,,,,,,,
,観測時間［秒］,23.403,,,,,,,,,,,3.5,3,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,2.5,8,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,2.51,最大移動距離,20.08,,,,,,,1.5,7,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.56,平均移動距離,8.62,,,,,,,5.6,5,,,,,,,,,,,,
,,,,,距離標準偏差,3.12,,,,,,,4.6,1,,,,,,,,,,,,
,,,,,,,,,,,,,3.6,4,,,,,,,,,,,,
,原本再生時間,23.53,秒,,9.9のカウント数,0,,,,,,,2.6,11,,,,,,,,,,,,
,観察時間,23.403,秒,,9.9の秒数,0,,,,,,,1.6,18,,,,,,,,,,,,
,観察割合,0.995,,,0のカウント数,0,,,,,,,5.7,20,,,,,,,,,,,,
,,,,,0の秒数,0,,,,,,,4.7,20,,,,,,,,,,,,
,総ロスト時間［秒］,0.000,,原本再生に占める9.9の割合,,0.000,,,,,,,3.7,16,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.000,,観察時間に占める9.9の割合,,0.000,,,,,,,2.7,20,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.000,,原本再生に占める0の割合,,0,,,,,,,1.7,20,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0,,,,,,,5.8,20,,,,,,,,,,,,
,,,,,,,,,,,,,4.8,20,,,,,,,,,,,,
,,,,チェックデジット,23.403,,,,,,,,3.8,20,,,,,,,,,,,,
,,,,OK,23.403,,,,,,,,2.8,20,,,,,,,,,,,,
,,,,,23.403,,,,,,,,1.8,17,,,,,,,,,,,,
,,,,,,,,,,,,総計,40,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
