,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,3.069,4.5,1.221,45,,31.515,,格子番号の位置,,,,,,,,,,,以上,未満,累積,頻度,%,,
,2,4.29,3.4,6.996,34,10.03856097,,,,1,2,3,4,5,6,7,8,,1,0,4,0,0,0,,
,3,11.286,4.5,0.693,45,10.03856097,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,2,4,8,0,0,0,,
,4,11.979,3.4,9.735,34,10.03856097,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,3,8,12,6,6,60,,
,5,21.714,5.4,0.264,54,13.44,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,4,12,16,9,3,30,,
,6,21.978,3.5,0.98,35,15.37035804,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,5,16,20,10,1,10,,
,7,22.958,4.4,1.594,44,10.03856097,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,6,20,24,10,0,0,,
,8,24.552,4.6,0.231,46,14.915,,,,,,,,,,,,,7,24,28,10,0,0,,
,9,24.783,3.4,0.495,34,16.35896161,,,目視時間の分布（秒）,,31.515,,,,,,,,8,28,32,10,0,0,,
,10,25.278,4.5,0.627,45,10.03856097,,,,1,2,3,4,5,6,7,8,,9,32,36,10,0,0,,
,11,25.905,3.4,8.679,34,10.03856097,,,5,0,0,0,0.264,0,0,0,0,,10,36,40,10,0,0,,
,12,34.584,3.4,,,,,,4,0,0,0,1.594,2.541,0.231,0,0,,11,40,44,10,0,0,,
,観測時間［s］,31.515,,,,,,,3,0,0,0,25.905,0.98,0,0,0,,12,44,48,10,0,0,,
,,,,,最少移動距離,10.03856097,,,2,0,0,0,0,0,0,0,0,,13,48,52,10,0,0,,
,任意個所の最大目視時間［s］,,,9.74,最大移動距離,16.36,,,1,0,0,0,0,0,0,0,0,,14,52,56,10,0,0,,
,任意個所の目視時間の標準偏差,,,3.50,平均移動距離,12.03,,,,,,,,,,,,,15,56,60,10,0,0,,
,,,,,距離標準偏差,2.53,,,目視時間の分布（%）,,100,,,,,,,,16,60,64,10,0,0,,
,,,,,,,,,,1,2,3,4,5,6,7,8,,17,64,68,10,0,0,,
,原本再生時間,31.253,秒,,9.9のカウント数,0,,,5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,18,68,72,10,0,0,,
,観察時間,31.515,秒,,9.9の秒数,0,,,4,0.0,0.0,0.0,5.1,8.1,0.7,0.0,0.0,,19,72,76,10,0,0,,
,観察割合,1.008,,,0のカウント数,0,,,3,0.0,0.0,0.0,82.2,3.1,0.0,0.0,0.0,,20,76,80,10,0,0,,
,,,,,0の秒数,0,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100,,
,総ロスト時間［秒］,0.000,,原本再生に占める9.9の割合,,0.000,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,原本再生に占めるロスト割合,0.000,,観察時間に占める9.9の割合,,0.000,,,,,,,,,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.000,,原本再生に占める0の割合,,0.000,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.000,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,,,,,,,,,5,7,7,7,5,7,7,7,7,,,,,,,,,
,,,,チェックデジット,31.515,,,,4,7,7,7,3,2,6,7,7,,,,,,,,,
,,,,OK,31.515,,,,3,7,7,7,1,4,7,7,7,,,,,,,,,
,,,,,31.515,,,,2,7,7,7,7,7,7,7,7,,,,,,,,,
,,,,,,,,,1,7,7,7,7,7,7,7,7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
