,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.287,3.5,0.396,35,,31.449,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.683,3.4,3.234,34,7.4575,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,4.917,3.5,0.726,35,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,29,29,96.66666667,,
,4,5.643,3.4,0.231,34,7.4575,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,30,1,3.333333333,,
,5,5.874,3.5,0.429,35,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,30,0,0,,
,6,6.303,4.5,0.858,45,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,30,0,0,,
,7,7.161,3.4,0.627,34,10.03856097,,,,,,,,,,,,,6,20,24,30,0,0,,
,8,7.788,4.4,0.099,44,6.72,,,目視時間の分布（秒）,,31.449,,,,,,,,7,24,28,30,0,0,,
,9,7.887,4.5,0.627,45,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,30,0,0,,
,10,8.514,3.5,0.924,35,6.72,,,5,0,0,0,0,0,0,0,0,,9,32,36,30,0,0,,
,11,9.438,3.4,0.429,34,7.4575,,,4,0,0,0,1.815,1.485,0,0,0,,10,36,40,30,0,0,,
,12,9.867,3.5,0.297,35,7.4575,,,3,0,0,0,21.153,6.699,0,0,0,,11,40,44,30,0,0,,
,13,10.164,3.4,0.462,34,7.4575,,,2,0,0,0,0,0.297,0,0,0,,12,44,48,30,0,0,,
,14,10.626,3.5,0.693,35,7.4575,,,1,0,0,0,0,0,0,0,0,,13,48,52,30,0,0,,
,15,11.319,3.4,0.858,34,7.4575,,,,,,,,,,,,,14,52,56,30,0,0,,
,16,12.177,4.4,1.386,44,6.72,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,30,0,0,,
,17,13.563,3.4,1.551,34,6.72,,,,1,2,3,4,5,6,7,8,,16,60,64,30,0,0,,
,18,15.114,3.5,0.924,35,7.4575,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,64,68,30,0,0,,
,19,16.038,3.4,1.419,34,7.4575,,,4,0.0,0.0,0.0,5.8,4.7,0.0,0.0,0.0,,18,68,72,30,0,0,,
,20,17.457,3.5,0.33,35,7.4575,,,3,0.0,0.0,0.0,67.3,21.3,0.0,0.0,0.0,,19,72,76,30,0,0,,
,21,17.787,3.4,2.277,34,7.4575,,,2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,,20,76,80,30,0,0,,
,22,20.064,4.4,0.33,44,6.72,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,20.394,3.4,6.996,34,6.72,,,,,,,,,,,,,,,,,,,,
,24,27.39,3.5,0.297,35,7.4575,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,27.687,2.5,0.297,25,6.72,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,27.984,3.5,0.033,35,6.72,,,5,6,6,6,6,6,6,6,6,,,,,,,,,
,27,28.017,3.4,2.574,34,7.4575,,,4,6,6,6,3,4,6,6,6,,,,,,,,,
