,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.782,3.4,0.825,34,,31.515,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,2.607,3.3,0.165,33,7.4575,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,2.772,4.4,1.848,44,10.03856097,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,30,30,81.08108108,,
,4,4.62,3.4,2.64,34,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,37,7,18.91891892,,
,5,7.26,3.5,0.726,35,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,37,0,0,,
,6,7.986,3.4,0.264,34,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,37,0,0,,
,7,8.25,4.3,0.132,43,10.03856097,,,,,,,,,,,,,6,20,24,37,0,0,,
,8,8.382,4.4,0.627,44,7.4575,,,目視時間の分布（秒）,,31.515,,,,,,,,7,24,28,37,0,0,,
,9,9.009,3.4,3.531,34,6.72,,,,1,2,3,4,5,6,7,8,,8,28,32,37,0,0,,
,10,12.54,2.4,0.561,24,6.72,,,5,0,0,0,0,0,0,0,0,,9,32,36,37,0,0,,
,11,13.101,3.4,1.716,34,6.72,,,4,0,0,1.089,4.917,0.462,0,0.33,0,,10,36,40,37,0,0,,
,12,14.817,2.4,0.693,24,6.72,,,3,0,0,0.165,19.538,2.77,0.231,0.528,0,,11,40,44,37,0,0,,
,13,15.51,3.4,0.99,34,6.72,,,2,0,0,0,1.254,0.099,0,0.132,0,,12,44,48,37,0,0,,
,14,16.5,3.5,0.13,35,7.4575,,,1,0,0,0,0,0,0,0,0,,13,48,52,37,0,0,,
,15,16.63,3.4,1.157,34,7.4575,,,,,,,,,,,,,14,52,56,37,0,0,,
,16,17.787,4.4,0.693,44,6.72,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,37,0,0,,
,17,18.48,3.4,0.132,34,6.72,,,,1,2,3,4,5,6,7,8,,16,60,64,37,0,0,,
,18,18.612,4.4,0.924,44,6.72,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,64,68,37,0,0,,
,19,19.536,4.5,0.363,45,7.4575,,,4,0.0,0.0,3.5,15.6,1.5,0.0,1.0,0.0,,18,68,72,37,0,0,,
,20,19.899,3.4,0.957,34,10.03856097,,,3,0.0,0.0,0.5,62.0,8.8,0.7,1.7,0.0,,19,72,76,37,0,0,,
,21,20.856,3.5,0.297,35,7.4575,,,2,0.0,0.0,0.0,4.0,0.3,0.0,0.4,0.0,,20,76,80,37,0,0,,
,22,21.153,2.5,0.099,25,6.72,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,21.252,3.5,0.264,35,6.72,,,,,,,,,,,,,,,,,,,,
,24,21.516,3.4,0.825,34,7.4575,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,22.341,3.5,0.033,35,7.4575,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,22.374,3.6,0.132,36,7.4575,,,5,13,13,13,13,13,13,13,13,,,,,,,,,
,27,22.506,4.7,0.33,47,10.03856097,,,4,13,13,5,2,7,13,8,13,,,,,,,,,
,28,22.836,3.7,0.528,37,6.72,,,3,13,13,10,1,3,9,6,13,,,,,,,,,
,29,23.364,2.7,0.132,27,6.72,,,2,13,13,13,4,12,13,11,13,,,,,,,,,
,30,23.496,3.6,0.099,36,10.03856097,,,1,13,13,13,13,13,13,13,13,,,,,,,,,
,31,23.595,3.5,0.297,35,7.4575,,,,,,,,,,,,,,,,,,,,
,32,23.892,3.4,0.759,34,7.4575,,,,,,,,,,,,,,,,,,,,
,33,24.651,4.3,0.957,43,10.03856097,,,目視個所Ｔｏｐ　No.1,3.4,1,,5.1,13,,,,,,,,,,,,
,34,25.608,3.4,5.742,34,10.03856097,,,目視個所Ｔｏｐ　No.2,4.4,2,,4.1,13,,,,,,,,,,,,
,35,31.35,3.5,1.023,35,7.4575,,,目視個所Ｔｏｐ　No.3,3.5,3,,3.1,13,,,,,,,,,,,,
,36,32.373,4.5,0.099,45,6.72,,,目視個所Ｔｏｐ　No.4,2.4,4,,2.1,13,,,,,,,,,,,,
,37,32.472,4.4,0.825,44,7.4575,,,目視個所Ｔｏｐ　No.5,4.3,5,,1.1,13,,,,,,,,,,,,
,38,33.297,3.4,0.237,34,6.72,,,目視個所（累積ではない）,12,,,5.2,13,,,,,,,,,,,,
,39,33.534,3.4,,34,,,,非目視個所,28,,,4.2,13,,,,,,,,,,,,
,観測時間［秒］,31.515,,,,,,,合計,40,,,3.2,13,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,2.2,13,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,5.74,最大移動距離,10.04,,,,,,,1.2,13,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,1.09,平均移動距離,7.65,,,,,,,5.3,13,,,,,,,,,,,,
