,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,8.349,9.9,0.462,,,18.81,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,8.811,3.5,0.726,35,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,9.537,1.5,0.627,15,13.44,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,15,15,40.54054054,,
,4,10.164,1.3,0.297,13,14.915,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,23,8,21.62162162,,
,5,10.461,1.5,0.231,15,14.915,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,28,5,13.51351351,,
,6,10.692,1.6,0.429,16,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,32,4,10.81081081,,
,7,11.121,1.7,0.66,17,7.4575,,,,,,,,,,,,,6,20,24,35,3,8.108108108,,
,8,11.781,2.5,0.759,25,16.35896161,,,目視時間の分布（秒）,,18.348,,,,,,,,7,24,28,36,1,2.702702703,,
,9,12.54,3.4,0.066,34,10.03856097,,,,1,2,3,4,5,6,7,8,,8,28,32,37,1,2.702702703,,
,10,12.606,4.4,0.297,44,6.72,,,5,0,0,0,0.396,0,0,0,0,,9,32,36,37,0,0,,
,11,12.903,5.4,0.264,54,6.72,,,4,0,0,1.254,0.297,0.594,0,0,0,,10,36,40,37,0,0,,
,12,13.167,3.5,0.561,35,15.37035804,,,3,0,0,0.363,1.122,1.947,0,0,0,,11,40,44,37,0,0,,
,13,13.728,2.3,0.495,23,16.35896161,,,2,0,0,1.518,1.056,1.056,0.759,0.858,0,,12,44,48,37,0,0,,
,14,14.223,2.6,0.231,26,22.3725,,,1,0,0,0.825,0.132,1.386,2.343,2.442,0,,13,48,52,37,0,0,,
