,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,0.825,2.5,0.033,25,,18.876,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,0.858,2.4,0.561,24,7.4575,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,1.419,2.5,0.825,25,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,59,59,80.82191781,,
,4,2.244,3.5,0.033,35,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,66,7,9.589041096,,
,5,2.277,4.5,0.429,45,6.72,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,70,4,5.479452055,,
,6,2.706,5.5,0.693,55,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,73,3,4.109589041,,
,7,3.399,4.5,0.099,45,6.72,,,,,,,,,,,,,6,20,24,73,0,0,,
,8,3.498,3.5,0.165,35,6.72,,,目視時間の分布（秒）,,18.876,,,,,,,,7,24,28,73,0,0,,
,9,3.663,2.5,0.693,25,6.72,,,,1,2,3,4,5,6,7,8,,8,28,32,73,0,0,,
,10,4.356,1.6,0.231,16,10.03856097,,,5,0,0,0.396,0,0.693,0,0,0,,9,32,36,73,0,0,,
,11,4.587,1.7,0.33,17,7.4575,,,4,0,0.264,0.858,0.198,0.528,0,0,0,,10,36,40,73,0,0,,
,12,4.917,2.6,0.132,26,10.03856097,,,3,0,0.198,0.561,0.363,0.561,0,0,0,,11,40,44,73,0,0,,
,13,5.049,2.5,0.198,25,7.4575,,,2,0.231,0.099,1.155,3.267,2.904,1.914,0,0,,12,44,48,73,0,0,,
,14,5.247,2.3,0.429,23,14.915,,,1,0,0.132,0.792,0.528,0.33,1.386,1.518,0,,13,48,52,73,0,0,,
,15,5.676,2.4,0.099,24,7.4575,,,,,,,,,,,,,14,52,56,73,0,0,,
,16,5.775,2.6,0.495,26,14.915,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,73,0,0,,
,17,6.27,2.5,0.792,25,7.4575,,,,1,2,3,4,5,6,7,8,,16,60,64,73,0,0,,
