,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
,45,28.093,5.3,0.594,53,6.72,,,,,,,3.3,8,,,,5,18,24,7,24,24,24,6,24
,46,28.687,5.7,0.957,57,29.83,,,,,,,2.3,3,,,,4,24,9,2,21,23,17,24,12
,47,29.644,3.4,1.155,34,26.09908727,,,,,,,1.3,5,,,,3,24,13,8,1,4,24,19,15
,48,30.799,4.3,0.264,43,10.03856097,,,,,,,5.4,24,,,,2,24,24,3,10,24,16,24,14
,49,31.063,3.4,0.627,34,10.03856097,,,,,,,4.4,21,,,,1,24,22,5,20,24,11,24,24
,50,31.69,3.4,,,,,,,,,,3.4,1,,,,,,,,,,,,
,観測時間［s］,28.446,,,,,,,,,,,2.4,10,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,1.4,20,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,2.05,最大移動距離,32.72,,,,,,,5.5,24,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.41,平均移動距離,14.46,,,,,,,4.5,23,,,,,,,,,,,,
,,,,,距離標準偏差,7.81,,,,,,,3.5,4,,,,,,,,,,,,
,,,,,,,,,,,,,2.5,24,,,,,,,,,,,,
,原本再生時間,28.245,秒,,9.9のカウント数,0,,,,,,,1.5,24,,,,,,,,,,,,
,観察時間,28.446,秒,,9.9の秒数,0,,,,,,,5.6,24,,,,,,,,,,,,
,観察割合,1.007,,,0のカウント数,0,,,,,,,4.6,17,,,,,,,,,,,,
,,,,,0の秒数,0,,,,,,,3.6,24,,,,,,,,,,,,
,総ロスト時間［秒］,0.000,,原本再生に占める9.9の割合,,0.000,,,,,,,2.6,16,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.000,,観察時間に占める9.9の割合,,0.000,,,,,,,1.6,11,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.000,,原本再生に占める0の割合,,0.000,,,,,,,5.7,6,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.000,,,,,,,4.7,24,,,,,,,,,,,,
,,,,,,,,,,,,,3.7,19,,,,,,,,,,,,
,,,,チェックデジット,28.446,,,,,,,,2.7,24,,,,,,,,,,,,
終了時刻,,,,OK,28.446,,,,,,,,1.7,24,,,,,,,,,,,,
,,,,,28.446,,,,,,,,5.8,24,,,,,,,,,,,,
,,,,,,,,,,,,,4.8,12,,,,,,,,,,,,
,,,,,,,,,,,,,3.8,15,,,,,,,,,,,,
,,,,,,,,,,,,,2.8,14,,,,,,,,,,,,
,,,,,,,,,,,,,1.8,24,,,,,,,,,,,,
