,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.683,4.5,1.089,45,,28.116,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,2.772,3.3,0.792,33,16.35896161,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,3.564,3.5,0.693,35,14.915,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,16,16,36.36363636,,
,4,4.257,1.4,0.561,14,15.37035804,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,27,11,25,,
,5,4.818,2.6,0.66,26,16.35896161,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,31,4,9.090909091,,
,6,5.478,3.5,0.627,35,10.03856097,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,36,5,11.36363636,,
,7,6.105,2.4,0.363,24,10.03856097,,,,,,,,,,,,,6,20,24,42,6,13.63636364,,
,8,6.468,2.5,0.033,25,7.4575,,,目視時間の分布（秒）,,27.489,,,,,,,,7,24,28,43,1,2.272727273,,
,9,6.501,3.5,1.386,35,6.72,,,,1,2,3,4,5,6,7,8,,8,28,32,44,1,2.272727273,,
,10,7.887,1.3,0.099,13,20.07712193,,,5,0,0,0,0,0.627,0,0,0,,9,32,36,44,0,0,,
,11,7.986,2.3,0.594,23,6.72,,,4,0,0.891,0,1.089,1.518,1.221,0.363,0,,10,36,40,44,0,0,,
,12,8.58,3.6,0.231,36,23.35994769,,,3,0,0.066,5.511,2.706,4.488,0.33,0.792,1.188,,11,40,44,44,0,0,,
,13,8.811,2.7,0.363,27,10.03856097,,,2,0,0.429,2.145,0.594,0.792,0.66,1.089,0,,12,44,48,44,0,0,,
,14,9.174,3.7,0.462,37,6.72,,,1,0,0.33,0.099,0.561,0,0,0,0,,13,48,52,44,0,0,,
