,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,6.367,9.9,0.595,,,54.813,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,6.962,2.5,0.461,25,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,7.423,3.5,0.396,35,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,25,25,47.16981132,,
,4,7.819,2.4,1.353,24,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,33,8,15.09433962,,
,5,9.172,1.3,1.881,13,10.03856097,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,37,4,7.547169811,,
,6,11.053,5.5,0.759,55,30.74071608,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,39,2,3.773584906,,
,7,11.812,2.4,0.132,24,21.49511354,,,,,,,,,,,,,6,20,24,46,7,13.20754717,,
,8,11.944,5.5,0.759,55,21.49511354,,,目視時間の分布（秒）,,54.218,,,,,,,,7,24,28,48,2,3.773584906,,
,9,12.703,1.3,2.475,13,30.74071608,,,,1,2,3,4,5,6,7,8,,8,28,32,53,5,9.433962264,,
,10,15.178,3.6,0.66,36,26.09908727,,,5,0,0,0,0,3.465,0.693,0,0,,9,32,36,53,0,0,,
,11,15.838,5.5,1.584,55,15.37035804,,,4,0,0,0,0,1.287,0.198,2.574,0,,10,36,40,53,0,0,,
,12,17.422,2.4,0.627,24,21.49511354,,,3,0.726,0,3.63,5.049,1.32,1.155,0.66,0.198,,11,40,44,53,0,0,,
,13,18.049,2.3,1.98,23,7.4575,,,2,0.363,1.089,7.524,11.451,0.956,1.122,1.749,0.66,,12,44,48,53,0,0,,
