,4.297,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
,55,44.616,4.5,1.617,45,7.4575,,,,,,,3.5,14,,,,,,,,,,,,
,56,46.233,3.5,0.561,35,6.72,,,,,,,2.5,15,,,,,,,,,,,,
,57,46.794,5.5,0.693,55,13.44,,,,,,,1.5,16,,,,,,,,,,,,
,58,47.487,3.4,1.155,34,15.37035804,,,,,,,5.6,8,,,,,,,,,,,,
,59,48.642,2.3,1.188,23,10.03856097,,,,,,,4.6,12,,,,,,,,,,,,
,60,49.83,2.4,0.891,24,7.4575,,,,,,,3.6,11,,,,,,,,,,,,
,61,50.721,2.3,0.957,23,7.4575,,,,,,,2.6,9,,,,,,,,,,,,
,62,51.678,2.7,1.617,27,29.83,,,,,,,1.6,17,,,,,,,,,,,,
,63,53.295,3.7,0.198,37,6.72,,,,,,,5.7,22,,,,,,,,,,,,
,64,53.493,5.5,1.287,55,20.07712193,,,,,,,4.7,22,,,,,,,,,,,,
,65,54.78,3.3,1.881,33,20.07712193,,,,,,,3.7,20,,,,,,,,,,,,
,66,56.661,3.4,0.33,34,7.4575,,,,,,,2.7,10,,,,,,,,,,,,
,67,56.991,3.3,0.033,33,7.4575,,,,,,,1.7,13,,,,,,,,,,,,
,68,57.024,3.3,,,,,,,,,,5.8,22,,,,,,,,,,,,
,観測時間［秒］,54.78,,,,,,,,,,,4.8,22,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,3.8,22,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,2.18,最大移動距離,30.58,,,,,,,2.8,22,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.59,平均移動距離,12.25,,,,,,,1.8,22,,,,,,,,,,,,
,,,,,距離標準偏差,7.15,,,,,,総計,40,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,原本再生時間,54.719,秒,,9.9のカウント数,6,,,,,,,,,,,,,,,,,,,,
,観察時間,54.78,秒,,9.9の秒数,4.297,,,,,,,,,,,,,,,,,,,,
,観察割合,1.001,,,0のカウント数,2,,,,,,,,,,,,,,,,,,,,
,,,,,0の秒数,3.432,,,,,,,,,,,,,,,,,,,,
,総ロスト時間［秒］,7.729,,原本再生に占める9.9の割合,,0.079,,,,,,,,,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.141,,観察時間に占める9.9の割合,,0.078,,,,,,,,,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.141,,原本再生に占める0の割合,,0.063,,,,,,,,,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.063,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,チェックデジット,47.051,,,,,,,,,,,,,,,,,,,,,
,,,,OK,47.051,,,,,,,,,,,,,,,,,,,,,
,,,,,47.051,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
