,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.749,3.4,1.551,34,,54.747,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,3.3,3.3,0.528,33,7.4575,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,3.828,2.3,0.528,23,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,93,93,82.30088496,,
,4,4.356,3.3,0.066,33,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,109,16,14.15929204,,
,5,4.422,4.4,0.066,44,10.03856097,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,110,1,0.884955752,,
,6,4.488,4.5,0.198,45,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,112,2,1.769911504,,
,7,4.686,5.5,0.693,55,6.72,,,,,,,,,,,,,6,20,24,112,0,0,,
,8,5.379,4.4,0.099,44,10.03856097,,,目視時間の分布（秒）,,54.747,,,,,,,,7,24,28,112,0,0,,
,9,5.478,3.4,0.858,34,6.72,,,,1,2,3,4,5,6,7,8,,8,28,32,113,1,0.884955752,,
,10,6.336,3.3,0.396,33,7.4575,,,5,0,0.495,0.528,0.627,5.445,1.65,0,0,,9,32,36,113,0,0,,
,11,6.732,2.3,3.3,23,6.72,,,4,0.363,0.132,0.759,1.353,1.386,1.056,0.726,0,,10,36,40,113,0,0,,
,12,10.032,3.3,0.297,33,6.72,,,3,1.419,0.495,10.23,13.992,1.947,2.838,1.881,0,,11,40,44,113,0,0,,
,13,10.329,3.4,0.165,34,7.4575,,,2,0,0.264,4.653,1.65,0.198,0.462,0.198,0,,12,44,48,113,0,0,,
,14,10.494,3.3,0.099,33,7.4575,,,1,0,0,0,0,0,0,0,0,,13,48,52,113,0,0,,
,15,10.593,3.2,0.231,32,7.4575,,,,,,,,,,,,,14,52,56,113,0,0,,
,16,10.824,3.1,0.231,31,7.4575,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,113,0,0,,
,17,11.055,3.2,0.165,32,7.4575,,,,1,2,3,4,5,6,7,8,,16,60,64,113,0,0,,
