,,7.728,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.122,3.4,0.396,34,,23.403,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.518,3.5,0.198,35,7.4575,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,1.716,3.4,0.33,34,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,33,33,80.48780488,,
,4,2.046,4.4,0.198,44,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,35,2,4.87804878,,
,5,2.244,4.5,0.264,45,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,38,3,7.317073171,,
,6,2.508,0,0.198,0,,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,40,2,4.87804878,,
,7,2.706,5.5,0.231,55,,,,,,,,,,,,,,6,20,24,40,0,0,,
,8,2.937,4.5,0.462,45,6.72,,,目視時間の分布（秒）,,11.319,,,,,,,,7,24,28,40,0,0,,
,9,3.399,3.6,0.132,36,10.03856097,,,,1,2,3,4,5,6,7,8,,8,28,32,41,1,2.43902439,,
,10,3.531,9.9,2.145,99,,,,5,0,0,0.132,0.264,1.518,1.089,0,0,,9,32,36,41,0,0,,
,11,5.676,4.2,0.066,42,,,,4,0.33,0.364,0.263,0.858,3.465,0.693,0,0,,10,36,40,41,0,0,,
,12,5.742,4.3,0.066,43,7.4575,,,3,0.066,0.462,0.231,0.759,0.198,0.132,0,0,,11,40,44,41,0,0,,
,13,5.808,5.4,0.198,54,10.03856097,,,2,0,0.264,0.099,0.132,0,0,0,0,,12,44,48,41,0,0,,
,14,6.006,5.5,0.264,55,7.4575,,,1,0,0,0,0,0,0,0,0,,13,48,52,41,0,0,,
,15,6.27,5.6,0.132,56,7.4575,,,,,,,,,,,,,14,52,56,41,0,0,,
,16,6.402,0,0.825,0,,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,41,0,0,,
,17,7.227,5.5,0.198,55,,,,,1,2,3,4,5,6,7,8,,16,60,64,41,0,0,,
,18,7.425,0,0.858,0,,,,5,0.0,0.0,1.2,2.3,13.4,9.6,0.0,0.0,,17,64,68,41,0,0,,
,19,8.283,5.5,0.297,55,,,,4,2.9,3.2,2.3,7.6,30.6,6.1,0.0,0.0,,18,68,72,41,0,0,,
