,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,2.277,2.6,0.231,26,,23.496,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,2.508,2.5,0.561,25,7.4575,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,3.069,4.5,0.528,45,13.44,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,17,17,43.58974359,,
,4,3.597,5.6,1.287,56,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,28,11,28.20512821,,
,5,4.884,4.5,0.462,45,10.03856097,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,33,5,12.82051282,,
,6,5.346,3.5,0.594,35,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,33,0,0,,
,7,5.94,4.5,0.726,45,6.72,,,,,,,,,,,,,6,20,24,38,5,12.82051282,,
,8,6.666,2.4,1.023,24,15.37035804,,,目視時間の分布（秒）,,23.496,,,,,,,,7,24,28,39,1,2.564102564,,
,9,7.689,2.5,0.33,25,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,39,0,0,,
,10,8.019,4.5,1.287,45,13.44,,,5,0,0,0,0.231,0.594,2.838,0,0,,9,32,36,39,0,0,,
,11,9.306,5.6,1.254,56,10.03856097,,,4,0,0,0.033,0,4.95,1.122,0,0,,10,36,40,39,0,0,,
,12,10.56,4.5,0.396,45,10.03856097,,,3,0.396,0,0,1.914,3.234,0,0,0,,11,40,44,39,0,0,,
,13,10.956,3.4,0.099,34,10.03856097,,,2,0,0,1.155,3.993,1.188,0.231,0.363,0,,12,44,48,39,0,0,,
,14,11.055,2.4,0.462,24,6.72,,,1,0,0,0,0.594,0.66,0,0,0,,13,48,52,39,0,0,,
