,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.089,9.9,0.627,,,23.436,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.716,4.5,0.462,45,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,2.178,3.5,0.891,35,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,11,11,27.5,,
,4,3.069,1.2,0.462,12,26.09908727,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,16,5,12.5,,
,5,3.531,3.2,0.198,32,13.44,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,24,8,20,,
,6,3.729,4.5,1.221,45,23.35994769,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,25,1,2.5,,
,7,4.95,3.5,0.429,35,6.72,,,,,,,,,,,,,6,20,24,35,10,25,,
,8,5.379,4.5,0.297,45,6.72,,,目視時間の分布（秒）,,22.809,,,,,,,,7,24,28,38,3,7.5,,
,9,5.676,2.4,0.396,24,15.37035804,,,,1,2,3,4,5,6,7,8,,8,28,32,39,1,2.5,,
,10,6.072,3.4,0.264,34,6.72,,,5,0,0,0,1.221,1.353,0.891,0,0.297,,9,32,36,40,1,2.5,,
,11,6.336,3.5,0.396,35,7.4575,,,4,0,0,0,0,7.062,0.231,0,0,,10,36,40,40,0,0,,
,12,6.732,2.5,0.594,25,6.72,,,3,0,1.792,0,0.429,2.277,0,0.297,0.561,,11,40,44,40,0,0,,
,13,7.326,2.8,0.264,28,22.3725,,,2,0,0,1.518,1.656,0.924,0,0,0.66,,12,44,48,40,0,0,,
,14,7.59,4.5,1.914,45,26.09908727,,,1,0,0.462,0.363,0.287,0,0,0.528,0,,13,48,52,40,0,0,,
