,,3.399,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.353,9.9,0.033,99,,22.171,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.386,2.3,0.759,23,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,2.145,2.4,0.396,24,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,47,47,81.03448276,,
,4,2.541,3.4,0.363,34,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,53,6,10.34482759,,
,5,2.904,3.5,0.33,35,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,54,1,1.724137931,,
,6,3.234,2.3,0.165,23,16.35896161,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,56,2,3.448275862,,
,7,3.399,1.2,0.297,12,10.03856097,,,,,,,,,,,,,6,20,24,58,2,3.448275862,,
,8,3.696,3.4,0.297,34,20.07712193,,,目視時間の分布（秒）,,16.66,,,,,,,,7,24,28,58,0,0,,
,9,3.993,4.5,0.066,45,10.03856097,,,,1,2,3,4,5,6,7,8,,8,28,32,58,0,0,,
,10,4.059,5.5,0.726,55,6.72,,,5,0,0,0.363,2.574,2.805,0,0,0,,9,32,36,58,0,0,,
,11,4.785,4.5,0.132,45,6.72,,,4,0,0,0.231,1.815,0.429,0,0,0,,10,36,40,58,0,0,,
,12,4.917,3.5,0.132,35,6.72,,,3,0.226,0,0.132,2.607,0.462,0,0,0,,11,40,44,58,0,0,,
,13,5.049,2.5,0.099,25,6.72,,,2,0,0,1.386,1.056,0.231,0,0,0,,12,44,48,58,0,0,,
,14,5.148,2.4,0.132,24,7.4575,,,1,0,0.66,1.122,0.231,0,0.33,0,0,,13,48,52,58,0,0,,
,15,5.28,3.4,0.264,34,6.72,,,,,,,,,,,,,14,52,56,58,0,0,,
,16,5.544,2.4,0.033,24,6.72,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,58,0,0,,
,17,5.577,2.3,0.132,23,7.4575,,,,1,2,3,4,5,6,7,8,,16,60,64,58,0,0,,
,18,5.709,1.3,0.528,13,6.72,,,5,0.0,0.0,2.2,15.5,16.8,0.0,0.0,0.0,,17,64,68,58,0,0,,
,19,6.237,9.9,0.594,99,,,,4,0.0,0.0,1.4,10.9,2.6,0.0,0.0,0.0,,18,68,72,58,0,0,,
,20,6.831,2.5,0.066,25,,,,3,1.4,0.0,0.8,15.6,2.8,0.0,0.0,0.0,,19,72,76,58,0,0,,
,21,6.897,2.4,0.099,24,7.4575,,,2,0.0,0.0,8.3,6.3,1.4,0.0,0.0,0.0,,20,76,80,58,0,0,,
,22,6.996,3.4,0.792,34,6.72,,,1,0.0,4.0,6.7,1.4,0.0,2.0,0.0,0.0,,,,,,,100,,
,23,7.788,4.4,0.165,44,6.72,,,,,,,,,,,,,,,,,,,,
,24,7.953,5.4,0.198,54,6.72,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,8.151,5.5,0.99,55,7.4575,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,9.141,5.4,0.363,54,7.4575,,,5,18,18,11,3,1,18,18,18,,,,,,,,,
,27,9.504,4.4,0.066,44,6.72,,,4,18,18,13,4,10,18,18,18,,,,,,,,,
,28,9.57,3.4,0.099,34,6.72,,,3,16,18,17,2,9,18,18,18,,,,,,,,,
,29,9.669,3.3,0.033,33,7.4575,,,2,18,18,5,7,15,18,18,18,,,,,,,,,
,30,9.702,2.3,0.066,23,6.72,,,1,18,8,6,14,18,12,18,18,,,,,,,,,
,31,9.768,1.3,0.264,13,6.72,,,,,,,,,,,,,,,,,,,,
,32,10.032,1.2,0.363,12,7.4575,,,,,,,,,,,,,,,,,,,,
,33,10.395,0,0.66,0,,,,目視個所Ｔｏｐ　No.1,5.5,1,,5.1,18,,,,,,,,,,,,
,34,11.055,9.9,0.495,99,,,,目視個所Ｔｏｐ　No.2,3.4,2,,4.1,18,,,,,,,,,,,,
,35,11.55,1.4,0.033,14,,,,目視個所Ｔｏｐ　No.3,5.4,3,,3.1,16,,,,,,,,,,,,
,36,11.583,2.4,0.066,24,6.72,,,目視個所Ｔｏｐ　No.4,4.4,4,,2.1,18,,,,,,,,,,,,
,37,11.649,3.4,0.099,34,6.72,,,目視個所Ｔｏｐ　No.5,2.3,5,,1.1,18,,,,,,,,,,,,
,38,11.748,4.4,0.165,44,6.72,,,目視個所（累積ではない）,17,,,5.2,18,,,,,,,,,,,,
,39,11.913,5.4,0.759,54,6.72,,,非目視個所,23,,,4.2,18,,,,,,,,,,,,
,40,12.672,5.5,0.561,55,7.4575,,,合計,40,,,3.2,18,,,,,,,,,,,,
,41,13.233,0,0.495,0,,,,,,,,2.2,18,,,,,,,,,,,,
,42,13.728,3.1,0.033,31,,,,,,,,1.2,8,,,,,,,,,,,,
,43,13.761,4.3,0.165,43,16.35896161,,,,,,,5.3,11,,,,,,,,,,,,
,44,13.926,5.4,0.462,54,10.03856097,,,,,,,4.3,13,,,,,1,2,3,4,5,6,7,8
,45,14.388,4.4,0.297,44,6.72,,,,,,,3.3,17,,,,5,18,18,11,3,1,18,18,18
,46,14.685,3.4,0.165,34,6.72,,,,,,,2.3,5,,,,4,18,18,13,4,10,18,18,18
,47,14.85,2.4,0.231,24,6.72,,,,,,,1.3,6,,,,3,16,18,17,2,9,18,18,18
,48,15.081,1.4,0.198,14,6.72,,,,,,,5.4,3,,,,2,18,18,5,7,15,18,18,18
,49,15.279,2.4,0.099,24,6.72,,,,,,,4.4,4,,,,1,18,8,6,14,18,12,18,18
,50,15.378,3.4,0.033,34,6.72,,,,,,,3.4,2,,,,,,,,,,,,
,51,15.411,4.4,0.594,44,6.72,,,,,,,2.4,7,,,,,,,,,,,,
,52,16.005,5.4,0.198,54,6.72,,,,,,,1.4,14,,,,,,,,,,,,
,53,16.203,5.5,0.363,55,7.4575,,,,,,,5.5,1,,,,,,,,,,,,
,54,16.566,9.9,0.297,99,,,,,,,,4.5,10,,,,,,,,,,,,
,55,16.863,5.5,0.165,55,,,,,,,,3.5,9,,,,,,,,,,,,
,56,17.028,4.5,0.231,45,6.72,,,,,,,2.5,15,,,,,,,,,,,,
,57,17.259,4.4,0.132,44,7.4575,,,,,,,1.5,18,,,,,,,,,,,,
,58,17.391,5.4,0.462,54,6.72,,,,,,,5.6,18,,,,,,,,,,,,
,59,17.853,0,0.297,0,,,,,,,,4.6,18,,,,,,,,,,,,
,60,18.15,5.4,0.132,54,,,,,,,,3.6,18,,,,,,,,,,,,
,61,18.282,4.4,0.396,44,6.72,,,,,,,2.6,18,,,,,,,,,,,,
,62,18.678,3.4,0.165,34,6.72,,,,,,,1.6,12,,,,,,,,,,,,
,63,18.843,2.3,0.198,23,10.03856097,,,,,,,5.7,18,,,,,,,,,,,,
,64,19.041,9.9,1.419,99,,,,,,,,4.7,18,,,,,,,,,,,,
