,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
,,,,,距離標準偏差,1.72,,,,,,,2.3,11,,,,4,16,16,9,12,1,3,16,16
,,,,,,,,,,,,,1.3,16,,,,3,16,16,16,10,13,5,16,16
,原本再生時間,23.53,秒,,9.9のカウント数,0,,,,,,,5.4,16,,,,2,16,16,11,6,8,7,15,14
,観察時間,23.562,秒,,9.9の秒数,0,,,,,,,4.4,12,,,,1,16,16,16,16,4,16,16,16
,観察割合,1.001,,,0のカウント数,0,,,,,,,3.4,10,,,,,,,,,,,,
,,,,,0の秒数,0,,,,,,,2.4,6,,,,,,,,,,,,
,総ロスト時間［秒］,0.000,,原本再生に占める9.9の割合,,0.000,,,,,,,1.4,16,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.000,,観察時間に占める9.9の割合,,0.000,,,,,,,5.5,16,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.000,,原本再生に占める0の割合,,0,,,,,,,4.5,1,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0,,,,,,,3.5,13,,,,,,,,,,,,
,,,,,,,,,,,,,2.5,8,,,,,,,,,,,,
,,,,チェックデジット,23.562,,,,,,,,1.5,4,,,,,,,,,,,,
,,,,OK,23.562,,,,,,,,5.6,2,,,,,,,,,,,,
,,,,,23.562,,,,,,,,4.6,3,,,,,,,,,,,,
,,,,,,,,,,,,,3.6,5,,,,,,,,,,,,
,,,,,,,,,,,,,2.6,7,,,,,,,,,,,,
,,,,,,,,,,,,,1.6,16,,,,,,,,,,,,
,,,,,,,,,,,,,5.7,16,,,,,,,,,,,,
,,,,,,,,,,,,,4.7,16,,,,,,,,,,,,
,,,,,,,,,,,,,3.7,16,,,,,,,,,,,,
,,,,,,,,,,,,,2.7,15,,,,,,,,,,,,
終了時刻,,,,,,,,,,,,,1.7,16,,,,,,,,,,,,
,,,,,,,,,,,,,5.8,16,,,,,,,,,,,,
,,,,,,,,,,,,,4.8,16,,,,,,,,,,,,
,,,,,,,,,,,,,3.8,16,,,,,,,,,,,,
,,,,,,,,,,,,,2.8,14,,,,,,,,,,,,
,,,,,,,,,,,,,1.8,16,,,,,,,,,,,,
,,,,,,,,,,,,総計,40,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
