,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,2.079,9.9,1.485,,,23.529,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,3.564,3.5,0.66,35,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,4.224,4.6,0.33,46,10.03856097,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,16,16,55.17241379,,
,4,4.554,3.5,0.528,35,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,23,7,24.13793103,,
,5,5.082,2.5,0.396,25,6.72,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,27,4,13.79310345,,
,6,5.478,2.4,0.264,24,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,27,0,0,,
,7,5.742,3.5,0.66,35,10.03856097,,,,,,,,,,,,,6,20,24,29,2,6.896551724,,
,8,6.402,4.5,0.198,45,6.72,,,目視時間の分布（秒）,,22.044,,,,,,,,7,24,28,29,0,0,,
,9,6.6,3.5,3.828,35,6.72,,,,1,2,3,4,5,6,7,8,,8,28,32,29,0,0,,
,10,10.428,5.5,0.825,55,13.44,,,5,0,0,0,0,0.825,0.693,0,0,,9,32,36,29,0,0,,
,11,11.253,4.6,0.198,46,10.03856097,,,4,0,0,0,0,4.224,2.112,0,0,,10,36,40,29,0,0,,
,12,11.451,4.5,0.132,45,7.4575,,,3,0,0,0,1.419,7.854,0,0,0,,11,40,44,29,0,0,,
,13,11.583,4.6,1.023,46,7.4575,,,2,0,0,0,1.914,0.396,0,0.462,0,,12,44,48,29,0,0,,
,14,12.606,3.5,0.297,35,10.03856097,,,1,0,0,0,2.145,0,0,0,0,,13,48,52,29,0,0,,
,15,12.903,4.6,0.561,46,10.03856097,,,,,,,,,,,,,14,52,56,29,0,0,,
,16,13.464,5.6,0.693,56,6.72,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,29,0,0,,
,17,14.157,4.5,1.65,45,10.03856097,,,,1,2,3,4,5,6,7,8,,16,60,64,29,0,0,,
,18,15.807,3.5,0.462,35,6.72,,,5,0.0,0.0,0.0,0.0,3.7,3.1,0.0,0.0,,17,64,68,29,0,0,,
,19,16.269,4.5,1.584,45,6.72,,,4,0.0,0.0,0.0,0.0,19.2,9.6,0.0,0.0,,18,68,72,29,0,0,,
,20,17.853,3.5,1.419,35,6.72,,,3,0.0,0.0,0.0,6.4,35.6,0.0,0.0,0.0,,19,72,76,29,0,0,,
,21,19.272,4.5,0.66,45,6.72,,,2,0.0,0.0,0.0,8.7,1.8,0.0,2.1,0.0,,20,76,80,29,0,0,,
,22,19.932,2.4,0.198,24,15.37035804,,,1,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,20.13,1.4,0.264,14,6.72,,,,,,,,,,,,,,,,,,,,
,24,20.394,3.4,0.792,34,13.44,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,21.186,1.4,0.693,14,13.44,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,21.879,2.7,0.462,27,23.35994769,,,5,11,11,11,11,7,8,11,11,,,,,,,,,
,27,22.341,1.4,1.188,14,23.35994769,,,4,11,11,11,11,2,4,11,11,,,,,,,,,
,28,23.529,2.4,1.122,24,6.72,,,3,11,11,11,6,1,11,11,11,,,,,,,,,
,29,24.651,3.4,0.627,34,6.72,,,2,11,11,11,5,10,11,9,11,,,,,,,,,
,30,25.278,2.4,0.33,24,6.72,,,1,11,11,11,3,11,11,11,11,,,,,,,,,
,31,25.608,3.4,0.165,34,6.72,,,,,,,,,,,,,,,,,,,,
,32,25.773,3.4,,,,,,,,,,,,,,,,,,,,,,,
,観測時間［s］,23.529,,,,,,,目視個所Ｔｏｐ　No.1,3.5,1,,5.1,11,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,目視個所Ｔｏｐ　No.2,4.5,2,,4.1,11,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,3.83,最大移動距離,23.36,,,目視個所Ｔｏｐ　No.3,1.4,3,,3.1,11,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.71,平均移動距離,9.74,,,目視個所Ｔｏｐ　No.4,4.6,4,,2.1,11,,,,,,,,,,,,
,,,,,距離標準偏差,4.47,,,目視個所Ｔｏｐ　No.5,2.4,5,,1.1,11,,,,,,,,,,,,
,,,,,,,,,目視個所（累積ではない）,10,,,5.2,11,,,,,,,,,,,,
,原本再生時間,23.53,秒,,9.9のカウント数,1,,,非目視個所,30,,,4.2,11,,,,,,,,,,,,
,観察時間,23.529,秒,,9.9の秒数,1.485,,,合計,40,,,3.2,11,,,,,,,,,,,,
,観察割合,1.000,,,0のカウント数,0,,,,,,,2.2,11,,,,,,,,,,,,
,,,,,0の秒数,0,,,,,,,1.2,11,,,,,,,,,,,,
,総ロスト時間［秒］,1.485,,原本再生に占める9.9の割合,,0.063,,,,,,,5.3,11,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.063,,観察時間に占める9.9の割合,,0.063,,,,,,,4.3,11,,,,,1,2,3,4,5,6,7,8
,観察時間に占めるロスト割合,0.063,,原本再生に占める0の割合,,0,,,,,,,3.3,11,,,,5,11,11,11,11,7,8,11,11
,,,,観察時間に占める0の割合,,0,,,,,,,2.3,11,,,,4,11,11,11,11,2,4,11,11
,,,,,,,,,,,,,1.3,11,,,,3,11,11,11,6,1,11,11,11
,,,,チェックデジット,22.044,,,,,,,,5.4,11,,,,2,11,11,11,5,10,11,9,11
,,,,OK,22.044,,,,,,,,4.4,11,,,,1,11,11,11,3,11,11,11,11
,,,,,22.044,,,,,,,,3.4,6,,,,,,,,,,,,
,,,,,,,,,,,,,2.4,5,,,,,,,,,,,,
,,,,,,,,,,,,,1.4,3,,,,,,,,,,,,
,,,,,,,,,,,,,5.5,7,,,,,,,,,,,,
,,,,,,,,,,,,,4.5,2,,,,,,,,,,,,
,,,,,,,,,,,,,3.5,1,,,,,,,,,,,,
,,,,,,,,,,,,,2.5,10,,,,,,,,,,,,
,,,,,,,,,,,,,1.5,11,,,,,,,,,,,,
,,,,,,,,,,,,,5.6,8,,,,,,,,,,,,
,,,,,,,,,,,,,4.6,4,,,,,,,,,,,,
,,,,,,,,,,,,,3.6,11,,,,,,,,,,,,
,,,,,,,,,,,,,2.6,11,,,,,,,,,,,,
,,,,,,,,,,,,,1.6,11,,,,,,,,,,,,
,,,,,,,,,,,,,5.7,11,,,,,,,,,,,,
,,,,,,,,,,,,,4.7,11,,,,,,,,,,,,
,,,,,,,,,,,,,3.7,11,,,,,,,,,,,,
,,,,,,,,,,,,,2.7,9,,,,,,,,,,,,
終了時刻,,,,,,,,,,,,,1.7,11,,,,,,,,,,,,
