10004,0
10004,1
10004,2
10008,3
10004,4
10004,5
10004,6
10004,7
10004,8
10004,9
10004,10
10008,11
10004,12
10004,13
10008,14
10004,15
10004,16
10008,17
10004,18
10008,19
10004,20
10004,21
10004,22
10004,23
10004,24
10004,25
10004,26
10004,27
10004,28
10004,29
10004,30
10004,31
10004,32
10004,33
10004,34
10004,35
10004,36
10004,37
10004,38
10008,39
10004,40
10004,41
10004,42
10004,43
10004,44
10004,45
10004,46
10004,47
10004,48
10004,49
10004,50
10004,51
10004,52
10004,53
10008,54
10008,55
10004,56
10004,57
10008,58
10004,59
10004,60
10008,61
10008,62
10008,63
10004,64
10004,65
10004,66
10004,67
10004,68
10004,69
10004,70
10004,71
10004,72
10004,73
10004,74
10008,75
10004,76
10008,77
10004,78
10004,79
10004,80
10008,81
10004,82
10004,83
10004,84
10004,85
10004,86
10004,87
10004,88
10004,89
10004,90
10004,91
10008,92
10004,93
10008,94
10004,95
10004,96
10004,97
10004,98
10008,99
10004,100
10004,101
10008,102
10004,103
10008,104
10004,105
10004,106
10004,107
10004,108
10004,109
10004,110
10004,111
10004,112
10004,113
10004,114
10008,115
10004,116
10004,117
10004,118
10004,119
10008,120
10004,121
10004,122
10004,123
10004,124
10004,125
10004,126
10004,127
10008,128
10004,129
10004,130
10004,131
10004,132
10004,133
10004,134
10004,135
10004,136
10004,137
10004,138
10004,139
10004,140
10004,141
10004,142
10004,143
10004,144
10008,145
10004,146
10004,147
10004,148
10004,149
10008,150
10004,151
10004,152
10004,153
10008,154
10008,155
10004,156
10004,157
10004,158
10004,159
10004,160
10004,161
10008,162
10004,163
10008,164
10004,165
10008,166
10008,167
10004,168
10004,169
10004,170
10004,171
10008,172
10008,173
10004,174
10008,175
10004,176
10008,177
10004,178
10004,179
10008,180
10004,181
10004,182
10004,183
10004,184
10004,185
10004,186
10008,187
10004,188
10008,189
10008,190
10008,191
10008,192
10004,193
10008,194
10008,195
10008,196
10004,197
10004,198
10004,199
10008,200
10012,201
10004,202
10008,203
10004,204
10008,205
10004,206
10004,207
10004,208
10004,209
10008,210
10004,211
10008,212
10004,213
10008,214
10008,215
10008,216
10004,217
10008,218
10008,219
10004,220
10004,221
10004,222
10004,223
10004,224
