,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,0.924,2.4,0.165,24,,28.611,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.089,3.4,0.594,34,6.72,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,1.683,3.6,0.132,36,14.915,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,47,47,74.6031746,,
,4,1.815,3.7,0.099,37,7.4575,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,59,12,19.04761905,,
,5,1.914,2.7,0.297,27,6.72,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,63,4,6.349206349,,
,6,2.211,2.6,0.066,26,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,63,0,0,,
,7,2.277,3.6,0.132,36,6.72,,,,,,,,,,,,,6,20,24,63,0,0,,
,8,2.409,2.5,1.056,25,10.03856097,,,目視時間の分布（秒）,,28.611,,,,,,,,7,24,28,63,0,0,,
,9,3.465,3.6,0.099,36,10.03856097,,,,1,2,3,4,5,6,7,8,,8,28,32,63,0,0,,
,10,3.564,3.7,0.726,37,7.4575,,,5,0,0,0,0,0,0,0,0,,9,32,36,63,0,0,,
,11,4.29,3.6,0.264,36,7.4575,,,4,0,0.396,1.221,0.066,0,0,0,0,,10,36,40,63,0,0,,
,12,4.554,3.5,0.132,35,7.4575,,,3,0,0,3.861,8.976,3.135,2.013,2.079,0,,11,40,44,63,0,0,,
,13,4.686,3.4,0.462,34,7.4575,,,2,0,0,1.98,0.594,1.353,0.957,0.726,0,,12,44,48,63,0,0,,
,14,5.148,3.3,0.264,33,7.4575,,,1,0,0,1.023,0,0,0.231,0,0,,13,48,52,63,0,0,,
,15,5.412,3.4,0.198,34,7.4575,,,,,,,,,,,,,14,52,56,63,0,0,,
,16,5.61,4.4,0.066,44,6.72,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,63,0,0,,
,17,5.676,4.3,0.363,43,7.4575,,,,1,2,3,4,5,6,7,8,,16,60,64,63,0,0,,
,18,6.039,4.2,0.396,42,7.4575,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,64,68,63,0,0,,
,19,6.435,3.3,0.066,33,10.03856097,,,4,0.0,1.4,4.3,0.2,0.0,0.0,0.0,0.0,,18,68,72,63,0,0,,
,20,6.501,3.4,1.419,34,7.4575,,,3,0.0,0.0,13.5,31.4,11.0,7.0,7.3,0.0,,19,72,76,63,0,0,,
,21,7.92,3.5,0.165,35,7.4575,,,2,0.0,0.0,6.9,2.1,4.7,3.3,2.5,0.0,,20,76,80,63,0,0,,
,22,8.085,3.6,0.528,36,7.4575,,,1,0.0,0.0,3.6,0.0,0.0,0.8,0.0,0.0,,,,,,,100,,
,23,8.613,3.5,0.132,35,7.4575,,,,,,,,,,,,,,,,,,,,
,24,8.745,2.4,0.396,24,10.03856097,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,9.141,2.3,1.749,23,7.4575,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,10.89,2.4,0.033,24,7.4575,,,5,16,16,16,16,16,16,16,16,,,,,,,,,
,27,10.923,2.5,0.099,25,7.4575,,,4,16,13,8,15,16,16,16,16,,,,,,,,,
,28,11.022,2.6,0.396,26,7.4575,,,3,16,16,2,1,3,5,4,16,,,,,,,,,
