,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,6.105,9.9,0.858,,,31.416,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,6.963,3.5,0.33,35,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,7.293,3.4,0.66,34,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,25,25,71.42857143,,
,4,7.953,3.5,1.254,35,7.4575,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,28,3,8.571428571,,
,5,9.207,3.4,0.759,34,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,32,4,11.42857143,,
,6,9.966,4.4,0.495,44,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,34,2,5.714285714,,
,7,10.461,3.4,1.221,34,6.72,,,,,,,,,,,,,6,20,24,35,1,2.857142857,,
,8,11.682,3.5,1.089,35,7.4575,,,目視時間の分布（秒）,,30.558,,,,,,,,7,24,28,35,0,0,,
,9,12.771,3.4,1.551,34,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,35,0,0,,
,10,14.322,4.4,0.297,44,6.72,,,5,0,0,0,2.31,0,0,0,0,,9,32,36,35,0,0,,
,11,14.619,2.4,0.231,24,13.44,,,4,0,0,0,1.716,0,0,0,0,,10,36,40,35,0,0,,
,12,14.85,2.3,0.462,23,7.4575,,,3,0,0,0.792,16.863,5.577,1.254,0,0,,11,40,44,35,0,0,,
,13,15.312,3.4,0.957,34,10.03856097,,,2,0,0,0.792,0.231,0.462,0.561,0,0,,12,44,48,35,0,0,,
,14,16.269,3.6,1.188,36,14.915,,,1,0,0,0,0,0,0,0,0,,13,48,52,35,0,0,,
,15,17.457,2.5,0.462,25,10.03856097,,,,,,,,,,,,,14,52,56,35,0,0,,
,16,17.919,5.4,1.056,54,21.49511354,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,35,0,0,,
,17,18.975,3.3,0.264,33,15.37035804,,,,1,2,3,4,5,6,7,8,,16,60,64,35,0,0,,
,18,19.239,3.4,1.023,34,7.4575,,,5,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,,17,64,68,35,0,0,,
,19,20.262,2.6,0.561,26,16.35896161,,,4,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,,18,68,72,35,0,0,,
,20,20.823,3.4,0.363,34,16.35896161,,,3,0.0,0.0,2.6,55.2,18.3,4.1,0.0,0.0,,19,72,76,35,0,0,,
,21,21.186,3.5,0.33,35,7.4575,,,2,0.0,0.0,2.6,0.8,1.5,1.8,0.0,0.0,,20,76,80,35,0,0,,
,22,21.516,3.6,0.066,36,7.4575,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,21.582,3.5,0.429,35,7.4575,,,,,,,,,,,,,,,,,,,,
,24,22.011,3.4,2.244,34,7.4575,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,24.255,3.5,0.429,35,7.4575,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,24.684,3.4,0.561,34,7.4575,,,5,11,11,11,3,11,11,11,11,,,,,,,,,
,27,25.245,4.4,0.759,44,6.72,,,4,11,11,11,4,11,11,11,11,,,,,,,,,
,28,26.004,3.4,0.33,34,6.72,,,3,11,11,7,1,2,5,11,11,,,,,,,,,
,29,26.334,3.3,0.528,33,7.4575,,,2,11,11,6,10,9,8,11,11,,,,,,,,,
,30,26.862,2.3,0.33,23,6.72,,,1,11,11,11,11,11,11,11,11,,,,,,,,,
,31,27.192,3.4,0.297,34,10.03856097,,,,,,,,,,,,,,,,,,,,
,32,27.489,4.4,0.165,44,6.72,,,,,,,,,,,,,,,,,,,,
,33,27.654,5.4,1.254,54,6.72,,,目視個所Ｔｏｐ　No.1,3.4,1,,5.1,11,,,,,,,,,,,,
,34,28.908,3.5,1.584,35,15.37035804,,,目視個所Ｔｏｐ　No.2,3.5,2,,4.1,11,,,,,,,,,,,,
,35,30.492,3.4,2.904,34,7.4575,,,目視個所Ｔｏｐ　No.3,5.4,3,,3.1,11,,,,,,,,,,,,
,36,33.396,3.5,0.132,35,7.4575,,,目視個所Ｔｏｐ　No.4,4.4,4,,2.1,11,,,,,,,,,,,,
,37,33.528,3.4,3.993,34,7.4575,,,目視個所Ｔｏｐ　No.5,3.6,5,,1.1,11,,,,,,,,,,,,
,38,37.521,3.4,,34,,,,目視個所（累積ではない）,10,,,5.2,11,,,,,,,,,,,,
,観測時間［秒］,31.416,,,,,,,非目視個所,30,,,4.2,11,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,合計,40,,,3.2,11,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,3.99,最大移動距離,21.50,,,,,,,2.2,11,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.80,平均移動距離,9.26,,,,,,,1.2,11,,,,,,,,,,,,
,,,,,距離標準偏差,3.72,,,,,,,5.3,11,,,,,,,,,,,,
,,,,,,,,,,,,,4.3,11,,,,,1,2,3,4,5,6,7,8
,原本再生時間,31.253,秒,,9.9のカウント数,1,,,,,,,3.3,7,,,,5,11,11,11,3,11,11,11,11
,観察時間,31.416,秒,,9.9の秒数,0.858,,,,,,,2.3,6,,,,4,11,11,11,4,11,11,11,11
,観察割合,1.005,,,0のカウント数,0,,,,,,,1.3,11,,,,3,11,11,7,1,2,5,11,11
,,,,,0の秒数,0,,,,,,,5.4,3,,,,2,11,11,6,10,9,8,11,11
,総ロスト時間［秒］,0.858,,原本再生に占める9.9の割合,,0.027,,,,,,,4.4,4,,,,1,11,11,11,11,11,11,11,11
,原本再生に占めるロスト割合,0.027,,観察時間に占める9.9の割合,,0.027,,,,,,,3.4,1,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.027,,原本再生に占める0の割合,,0.000,,,,,,,2.4,10,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.000,,,,,,,1.4,11,,,,,,,,,,,,
,,,,,,,,,,,,,5.5,11,,,,,,,,,,,,
,,,,チェックデジット,30.558,,,,,,,,4.5,11,,,,,,,,,,,,
,,,,OK,30.558,,,,,,,,3.5,2,,,,,,,,,,,,
,,,,,30.558,,,,,,,,2.5,9,,,,,,,,,,,,
,,,,,,,,,,,,,1.5,11,,,,,,,,,,,,
,,,,,,,,,,,,,5.6,11,,,,,,,,,,,,
