,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,2.838,9.9,0.693,,,31.383,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,3.531,3.5,0.231,35,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,3.762,4.4,3.597,44,10.03856097,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,14,14,63.63636364,,
,4,7.359,4.5,0.495,45,7.4575,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,18,4,18.18181818,,
,5,7.854,5.4,1.32,54,10.03856097,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,20,2,9.090909091,,
,6,9.174,4.4,0.726,44,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,21,1,4.545454545,,
,7,9.9,4.5,0.858,45,7.4575,,,,,,,,,,,,,6,20,24,22,1,4.545454545,,
,8,10.758,3.4,0.561,34,10.03856097,,,目視時間の分布（秒）,,30.69,,,,,,,,7,24,28,22,0,0,,
,9,11.319,4.5,1.155,45,10.03856097,,,,1,2,3,4,5,6,7,8,,8,28,32,22,0,0,,
,10,12.474,4.4,2.31,44,7.4575,,,5,0,0,0,3.366,0,0,0,0,,9,32,36,22,0,0,,
,11,14.784,4.5,0.297,45,7.4575,,,4,0,0,0,18.348,3.564,0,0.759,0,,10,36,40,22,0,0,,
,12,15.081,3.5,1.122,35,6.72,,,3,0,0,0.33,2.211,2.112,0,0,0,,11,40,44,22,0,0,,
,13,16.203,3.3,0.33,33,14.915,,,2,0,0,0,0,0,0,0,0,,12,44,48,22,0,0,,
,14,16.533,3.4,1.485,34,7.4575,,,1,0,0,0,0,0,0,0,0,,13,48,52,22,0,0,,
