,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,3.036,9.9,0.891,,,31.317,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,3.927,4.5,0.495,45,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,4.422,4.4,4.818,44,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,17,17,80.95238095,,
,4,9.24,5.4,0.066,54,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,21,4,19.04761905,,
,5,9.306,4.4,2.376,44,6.72,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,21,0,0,,
,6,11.682,4.5,0.924,45,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,21,0,0,,
,7,12.606,3.4,0.726,34,10.03856097,,,,,,,,,,,,,6,20,24,21,0,0,,
,8,13.332,4.4,3.003,44,6.72,,,目視時間の分布（秒）,,30.426,,,,,,,,7,24,28,21,0,0,,
,9,16.335,4.5,1.287,45,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,21,0,0,,
,10,17.622,3.4,2.343,34,10.03856097,,,5,0,0,0,1.221,0,0,0,0,,9,32,36,21,0,0,,
,11,19.965,4.4,1.155,44,6.72,,,4,0,0,0,14.619,3.663,0,0,0,,10,36,40,21,0,0,,
,12,21.12,3.4,0.594,34,6.72,,,3,0,0,0,9.174,1.749,0,0,0,,11,40,44,21,0,0,,
,13,21.714,3.5,1.155,35,7.4575,,,2,0,0,0,0,0,0,0,0,,12,44,48,21,0,0,,
,14,22.869,4.4,2.706,44,10.03856097,,,1,0,0,0,0,0,0,0,0,,13,48,52,21,0,0,,
,15,25.575,5.4,1.155,54,6.72,,,,,,,,,,,,,14,52,56,21,0,0,,
