,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,20.547,9.9,0.787,99,,31.409,,格子番号の位置,,,,,,,,,,,以上,未満,累積,頻度,%,,
,,,,,,,,,,,,,2.4,5,,,,,,,,,,,,
,,,,,,,,,,,,,1.4,5,,,,,,,,,,,,
,,,,,,,,,,,,,5.5,5,,,,,,,,,,,,
,,,,,,,,,,,,,4.5,3,,,,,,,,,,,,
,,,,,,,,,,,,,3.5,4,,,,,,,,,,,,
,,,,,,,,,,,,,2.5,5,,,,,,,,,,,,
,,,,,,,,,,,,,1.5,5,,,,,,,,,,,,
,,,,,,,,,,,,,5.6,5,,,,,,,,,,,,
,,,,,,,,,,,,,4.6,5,,,,,,,,,,,,
,,,,,,,,,,,,,3.6,5,,,,,,,,,,,,
,,,,,,,,,,,,,2.6,5,,,,,,,,,,,,
,,,,,,,,,,,,,1.6,5,,,,,,,,,,,,
,,,,,,,,,,,,,5.7,5,,,,,,,,,,,,
,,,,,,,,,,,,,4.7,5,,,,,,,,,,,,
,,,,,,,,,,,,,3.7,5,,,,,,,,,,,,
,,,,,,,,,,,,,2.7,5,,,,,,,,,,,,
,,,,,,,,,,,,,1.7,5,,,,,,,,,,,,
,,,,,,,,,,,,,5.8,5,,,,,,,,,,,,
,,,,,,,,,,,,,4.8,5,,,,,,,,,,,,
,,,,,,,,,,,,,3.8,5,,,,,,,,,,,,
,,,,,,,,,,,,,2.8,5,,,,,,,,,,,,
,,,,,,,,,,,,,1.8,5,,,,,,,,,,,,
,,,,,,,,,,,,総計,40,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
