,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
,45,32.573,4.3,0.264,43,22.3725,,,,,,,3.3,13,,,,5,24,24,24,24,24,24,24,24
,46,32.837,4.1,0.627,41,14.915,,,,,,,2.3,4,,,,4,10,9,7,24,18,5,24,24
,47,33.464,3.6,0.231,36,37.88820471,,,,,,,1.3,1,,,,3,17,2,13,6,12,8,24,19
,48,33.695,4.6,0.891,46,6.72,,,,,,,5.4,24,,,,2,24,20,4,16,21,14,24,24
,49,34.586,2.6,0.033,26,13.44,,,,,,,4.4,24,,,,1,24,3,1,11,23,24,15,22
,50,34.619,2.6,,,,,,,,,,3.4,6,,,,,,,,,,,,
,観測時間［s］,28.314,,,,,,,,,,,2.4,16,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,1.4,11,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,1.88,最大移動距離,37.89,,,,,,,5.5,24,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.39,平均移動距離,18.47,,,,,,,4.5,18,,,,,,,,,,,,
,,,,,距離標準偏差,9.02,,,,,,,3.5,12,,,,,,,,,,,,
,,,,,,,,,,,,,2.5,21,,,,,,,,,,,,
,原本再生時間,28.245,秒,,9.9のカウント数,1,,,,,,,1.5,23,,,,,,,,,,,,
,観察時間,28.314,秒,,9.9の秒数,0.891,,,,,,,5.6,24,,,,,,,,,,,,
,観察割合,1.002,,,0のカウント数,2,,,,,,,4.6,5,,,,,,,,,,,,
,,,,,0の秒数,2.739,,,,,,,3.6,8,,,,,,,,,,,,
,総ロスト時間［秒］,3.630,,原本再生に占める9.9の割合,,0.032,,,,,,,2.6,14,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.129,,観察時間に占める9.9の割合,,0.031,,,,,,,1.6,24,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.128,,原本再生に占める0の割合,,0.097,,,,,,,5.7,24,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.097,,,,,,,4.7,24,,,,,,,,,,,,
,,,,,,,,,,,,,3.7,24,,,,,,,,,,,,
,,,,チェックデジット,24.684,,,,,,,,2.7,24,,,,,,,,,,,,
,,,,OK,24.684,,,,,,,,1.7,15,,,,,,,,,,,,
,,,,,24.684,,,,,,,,5.8,24,,,,,,,,,,,,
,,,,,,,,,,,,,4.8,24,,,,,,,,,,,,
,,,,,,,,,,,,,3.8,19,,,,,,,,,,,,
,,,,,,,,,,,,,2.8,24,,,,,,,,,,,,
,,,,,,,,,,,,,1.8,22,,,,,,,,,,,,
,,,,,,,,,,,,総計,40,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
