,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,3.432,9.9,0.495,,,28.314,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,3.927,3.5,0.759,35,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,4.686,4.5,0.198,45,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,13,13,32.5,,
,4,4.884,3.3,0.66,33,16.35896161,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,19,6,15,,
,5,5.544,2.3,0.924,23,6.72,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,20,1,2.5,,
,6,6.468,3.5,0.297,35,16.35896161,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,26,6,15,,
,7,6.765,3.4,0.396,34,7.4575,,,,,,,,,,,,,6,20,24,29,3,7.5,,
,8,7.161,4.8,0.792,48,30.57756203,,,目視時間の分布（秒）,,27.027,,,,,,,,7,24,28,30,1,2.5,,
,9,7.953,2.3,0.66,23,39.63573206,,,,1,2,3,4,5,6,7,8,,8,28,32,33,3,7.5,,
,10,8.613,4.2,0.528,42,15.37035804,,,5,0,0,0,0,0,0.561,0,0,,9,32,36,35,2,5,,
,11,9.141,4.7,0.165,47,37.2875,,,4,0,0.528,0.759,0,0.198,1.188,0.594,0.792,,10,36,40,40,5,12.5,,
,12,9.306,4.6,0.627,46,7.4575,,,3,0,0.825,1.485,0.396,2.904,0,0,0,,11,40,44,40,0,0,,
,13,9.933,5.6,0.198,56,6.72,,,2,0,1.485,5.676,0,0,0.429,0.198,0,,12,44,48,40,0,0,,
,14,10.131,3.3,0.462,33,26.09908727,,,1,0,5.016,2.409,0,0,0.396,1.188,0,,13,48,52,40,0,0,,
