,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
,任意個所の最大目視時間［s］,,,1.49,最大移動距離,30.12,,,,,,,3.3,6,,,,5,22,7,3,5,12,22,22,22
,任意個所の目視時間の標準偏差,,,0.33,平均移動距離,14.45,,,,,,,2.3,11,,,,4,22,22,8,20,17,22,22,22
,,,,,距離標準偏差,7.30,,,,,,,1.3,18,,,,3,22,22,6,4,10,15,9,19
,,,,,,,,,,,,,5.4,5,,,,2,22,22,11,16,14,1,2,22
,原本再生時間,18.815,秒,,9.9のカウント数,3,,,,,,,4.4,20,,,,1,22,22,18,21,13,22,22,22
,観察時間,18.843,秒,,9.9の秒数,1.188,,,,,,,3.4,4,,,,,,,,,,,,
,観察割合,1.001,,,0のカウント数,0,,,,,,,2.4,16,,,,,,,,,,,,
,,,,,0の秒数,0,,,,,,,1.4,21,,,,,,,,,,,,
,総ロスト時間［秒］,1.188,,原本再生に占める9.9の割合,,0.063,,,,,,,5.5,12,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.063,,観察時間に占める9.9の割合,,0.063,,,,,,,4.5,17,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.063,,原本再生に占める0の割合,,0.000,,,,,,,3.5,10,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.000,,,,,,,2.5,14,,,,,,,,,,,,
,,,,,,,,,,,,,1.5,13,,,,,,,,,,,,
,,,,チェックデジット,17.655,,,,,,,,5.6,22,,,,,,,,,,,,
,,,,OK,17.655,,,,,,,,4.6,22,,,,,,,,,,,,
,,,,,17.655,,,,,,,,3.6,15,,,,,,,,,,,,
,,,,,,,,,,,,,2.6,1,,,,,,,,,,,,
,,,,,,,,,,,,,1.6,22,,,,,,,,,,,,
,,,,,,,,,,,,,5.7,22,,,,,,,,,,,,
,,,,,,,,,,,,,4.7,22,,,,,,,,,,,,
,,,,,,,,,,,,,3.7,9,,,,,,,,,,,,
,,,,,,,,,,,,,2.7,2,,,,,,,,,,,,
,,,,,,,,,,,,,1.7,22,,,,,,,,,,,,
,,,,,,,,,,,,,5.8,22,,,,,,,,,,,,
,,,,,,,,,,,,,4.8,22,,,,,,,,,,,,
,,,,,,,,,,,,,3.8,19,,,,,,,,,,,,
,,,,,,,,,,,,,2.8,22,,,,,,,,,,,,
,,,,,,,,,,,,,1.8,22,,,,,,,,,,,,
,,,,,,,,,,,,総計,40,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
