,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,2.112,9.9,0.594,,,23.562,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,2.706,2.6,0.099,26,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,2.805,3.6,0.264,36,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,10,10,32.25806452,,
,4,3.069,4.5,0.66,45,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,15,5,16.12903226,,
,5,3.729,5.6,1.947,56,10.03856097,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,18,3,9.677419355,,
,6,5.676,5.5,0.759,55,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,18,0,0,,
,7,6.435,2.4,0.66,24,21.49511354,,,,,,,,,,,,,6,20,24,27,9,29.03225806,,
,8,7.095,5.5,0.858,55,21.49511354,,,目視時間の分布（秒）,,20.955,,,,,,,,7,24,28,30,3,9.677419355,,
,9,7.953,4.5,1.881,45,6.72,,,,1,2,3,4,5,6,7,8,,8,28,32,31,1,3.225806452,,
,10,9.834,3.5,0.528,35,6.72,,,5,0,0,0,0,4.125,3.399,0,0,,9,32,36,31,0,0,,
,11,10.362,4.1,0.693,41,30.57756203,,,4,0.693,0.198,0,1.947,4.587,0,0.429,0,,10,36,40,31,0,0,,
,12,11.055,2.4,0.495,24,26.09908727,,,3,0,0,0.165,0.858,0.528,0.264,0,0,,11,40,44,31,0,0,,
,13,11.55,2.3,0.396,23,7.4575,,,2,0,0,0.396,2.343,0,0.363,0,0,,12,44,48,31,0,0,,
,14,11.946,2.4,0.165,24,7.4575,,,1,0,0,0,0.66,0,0,0,0,,13,48,52,31,0,0,,
