,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.089,3.4,0.132,34,,22.935,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.221,4.4,0.627,44,6.72,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,1.848,4.5,0.66,45,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,41,41,82,,
,4,2.508,3.5,0.099,35,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,46,5,10,,
,5,2.607,2.4,0.165,24,10.03856097,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,48,2,4,,
,6,2.772,1.4,0.099,14,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,48,0,0,,
,7,2.871,4.4,0.132,44,20.16,,,,,,,,,,,,,6,20,24,49,1,2,,
,8,3.003,4.5,0.165,45,7.4575,,,目視時間の分布（秒）,,22.803,,,,,,,,7,24,28,50,1,2,,
,9,3.168,4.6,0.198,46,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,50,0,0,,
,10,3.366,5.6,0.528,56,6.72,,,5,0,0,0,0.066,0,3.498,0,0,,9,32,36,50,0,0,,
,11,3.894,4.6,0.198,46,6.72,,,4,0,0,0,1.386,5.313,0.891,0,0,,10,36,40,50,0,0,,
,12,4.092,3.5,0.693,35,10.03856097,,,3,0,0,0,0.462,4.62,0.264,0,0,,11,40,44,50,0,0,,
,13,4.785,2.5,0.924,25,6.72,,,2,0,0,0,0.825,1.386,0.066,0,0,,12,44,48,50,0,0,,
,14,5.709,2.4,0.264,24,7.4575,,,1,0,0,0,3.597,0.429,0,0,0,,13,48,52,50,0,0,,
,15,5.973,3.4,0.099,34,6.72,,,,,,,,,,,,,14,52,56,50,0,0,,
