,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,2.604,9.9,0.399,,,23.697,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,3.003,0,0.33,0,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,3.333,4.5,0.33,45,,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,13,13,43.33333333,,
,4,3.663,5.5,0.528,55,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,18,5,16.66666667,,
,5,4.191,5.6,1.089,56,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,24,6,20,,
,6,5.28,3.5,0.429,35,15.37035804,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,24,0,0,,
,7,5.709,5.5,0.66,55,13.44,,,,,,,,,,,,,6,20,24,26,2,6.666666667,,
,8,6.369,4.5,0.33,45,6.72,,,目視時間の分布（秒）,,22.539,,,,,,,,7,24,28,26,0,0,,
,9,6.699,3.5,0.33,35,6.72,,,,1,2,3,4,5,6,7,8,,8,28,32,28,2,6.666666667,,
,10,7.029,2.4,0.462,24,10.03856097,,,5,0,0,0,0,3.366,4.191,0,0,,9,32,36,29,1,3.333333333,,
,11,7.491,4.5,0.561,45,15.37035804,,,4,0.528,0,0,2.112,6.501,0,0,0,,10,36,40,30,1,3.333333333,,
,12,8.052,4.1,0.528,41,29.83,,,3,0,0,0,0.627,1.584,0,0,0.693,,11,40,44,30,0,0,,
,13,8.58,5.6,0.693,56,37.88820471,,,2,0,0,0.693,0.462,0,0,0,0,,12,44,48,30,0,0,,
,14,9.273,4.5,1.98,45,10.03856097,,,1,0,0,0,1.782,0,0,0,0,,13,48,52,30,0,0,,
,15,11.253,5.5,0.264,55,6.72,,,,,,,,,,,,,14,52,56,30,0,0,,
,16,11.517,5.6,0.825,56,7.4575,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,30,0,0,,
,17,12.342,3.5,0.825,35,15.37035804,,,,1,2,3,4,5,6,7,8,,16,60,64,30,0,0,,
,18,13.167,4.5,1.65,45,6.72,,,5,0.0,0.0,0.0,0.0,14.9,18.6,0.0,0.0,,17,64,68,30,0,0,,
,19,14.817,5.5,0.297,55,6.72,,,4,2.3,0.0,0.0,9.4,28.8,0.0,0.0,0.0,,18,68,72,30,0,0,,
,20,15.114,4.5,0.99,45,6.72,,,3,0.0,0.0,0.0,2.8,7.0,0.0,0.0,3.1,,19,72,76,30,0,0,,
,21,16.104,5.5,0.396,55,6.72,,,2,0.0,0.0,3.1,2.0,0.0,0.0,0.0,0.0,,20,76,80,30,0,0,,
,22,16.5,5.6,1.584,56,7.4575,,,1,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,18.084,4.5,0.66,45,10.03856097,,,,,,,,,,,,,,,,,,,,
,24,18.744,5.5,1.221,55,6.72,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,19.965,4.4,1.221,44,10.03856097,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,21.186,1.4,0.594,14,20.16,,,5,12,12,12,12,3,2,12,12,,,,,,,,,
,27,21.78,3.8,0.693,38,32.71792322,,,4,10,12,12,4,1,12,12,12,,,,,,,,,
,28,22.473,4.4,0.462,44,30.57756203,,,3,12,12,12,9,6,12,12,7,,,,,,,,,
,29,22.935,1.4,0.924,14,20.16,,,2,12,12,7,11,12,12,12,12,,,,,,,,,
,30,23.859,2.3,0.693,23,10.03856097,,,1,12,12,12,5,12,12,12,12,,,,,,,,,
,31,24.552,4.4,0.429,44,15.37035804,,,,,,,,,,,,,,,,,,,,
,32,24.981,3.4,0.627,34,6.72,,,,,,,,,,,,,,,,,,,,
,33,25.608,1.4,0.264,14,13.44,,,目視個所Ｔｏｐ　No.1,4.5,1,,5.1,12,,,,,,,,,,,,
,34,25.872,0,0.429,0,,,,目視個所Ｔｏｐ　No.2,5.6,2,,4.1,10,,,,,,,,,,,,
,35,26.301,0,,,,,,目視個所Ｔｏｐ　No.3,5.5,3,,3.1,12,,,,,,,,,,,,
,観測時間［s］,23.697,,,,,,,目視個所Ｔｏｐ　No.4,4.4,4,,2.1,12,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,目視個所Ｔｏｐ　No.5,1.4,5,,1.1,12,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,1.98,最大移動距離,37.89,,,目視個所（累積ではない）,11,,,5.2,12,,,,,,,,,,,,
