,,13.167,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,1.386,9.9,0.033,99,,28.149,14.0745,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.419,2.3,0.363,23,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,1.782,3.3,0.231,33,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,37,37,82.22222222,,
,4,2.013,4.3,0.165,43,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,41,4,8.888888889,,
,5,2.178,3.3,0.264,33,6.72,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,42,1,2.222222222,,
,6,2.442,2.3,0.099,23,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,44,2,4.444444444,,
,7,2.541,2.2,0.165,22,7.4575,,,,,,,,,,,,,6,20,24,44,0,0,,
,8,2.706,1.2,0.198,12,6.72,,,目視時間の分布（秒）,,12.969,,,,,,,,7,24,28,44,0,0,,
,9,2.904,1.1,0.297,11,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,44,0,0,,
,10,3.201,2.2,0.231,22,10.03856097,,,5,0,0,0,0,0,0,0,0,,9,32,36,44,0,0,,
,11,3.432,2.3,0.099,23,7.4575,,,4,0,0,0.165,0,0,0,0,0,,10,36,40,45,1,2.222222222,,
,12,3.531,2.2,0.264,22,7.4575,,,3,0.462,0.462,4.092,0.594,0,0,0,0,,11,40,44,45,0,0,,
,13,3.795,1.2,0.462,12,6.72,,,2,1.32,1.518,1.023,0.264,0.066,0.825,0,0,,12,44,48,45,0,0,,
,14,4.257,9.9,0.627,99,,,,1,1.155,0.957,0,0.066,0,0,0,0,,13,48,52,45,0,0,,
,15,4.884,1.1,0.066,11,,,,,,,,,,,,,,14,52,56,45,0,0,,
,16,4.95,2.1,0.165,21,6.72,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,45,0,0,,
,17,5.115,3.1,0.033,31,6.72,,,,1,2,3,4,5,6,7,8,,16,60,64,45,0,0,,
,18,5.148,0,0.759,0,,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,64,68,45,0,0,,
,19,5.907,3.1,0.066,31,,,,4,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,,18,68,72,45,0,0,,
,20,5.973,3.2,0.033,32,7.4575,,,3,3.6,3.6,31.6,4.6,0.0,0.0,0.0,0.0,,19,72,76,45,0,0,,
,21,6.006,2.2,0.198,22,6.72,,,2,10.2,11.7,7.9,2.0,0.5,6.4,0.0,0.0,,20,76,80,45,0,0,,
,22,6.204,2.3,0.066,23,7.4575,,,1,8.9,7.4,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,6.27,2.5,0.066,25,14.915,,,,,,,,,,,,,,,,,,,,
,24,6.336,2.6,0.033,26,7.4575,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,6.369,9.9,2.904,99,,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,9.273,2.2,0.066,22,,,,5,15,15,15,15,15,15,15,15,,,,,,,,,
,27,9.339,2.3,0.297,23,7.4575,,,4,15,15,12,15,15,15,15,15,,,,,,,,,
,28,9.636,2.2,0.165,22,7.4575,,,3,9,9,1,8,15,15,15,15,,,,,,,,,
,29,9.801,9.9,2.508,99,,,,2,3,2,5,11,13,7,15,15,,,,,,,,,
,30,12.309,0,0.33,0,,,,1,4,6,15,14,15,15,15,15,,,,,,,,,
,31,12.639,2.1,0.132,21,,,,,,,,,,,,,,,,,,,,,
,32,12.771,3.1,0.132,31,6.72,,,,,,,,,,,,,,,,,,,,
,33,12.903,3.2,0.132,32,7.4575,,,目視個所Ｔｏｐ　No.1,3.3,1,,5.1,15,,,,,,,,,,,,
,34,13.035,3.3,0.033,33,7.4575,,,目視個所Ｔｏｐ　No.2,2.2,2,,4.1,15,,,,,,,,,,,,
,35,13.068,3.4,0.066,34,7.4575,,,目視個所Ｔｏｐ　No.3,2.1,3,,3.1,9,,,,,,,,,,,,
,36,13.134,2.6,0.792,26,16.35896161,,,目視個所Ｔｏｐ　No.4,1.1,4,,2.1,3,,,,,,,,,,,,
,37,13.926,1.1,0.627,11,37.88820471,,,目視個所Ｔｏｐ　No.5,2.3,5,,1.1,4,,,,,,,,,,,,
,38,14.553,2.1,0.264,21,6.72,,,目視個所（累積ではない）,14,,,5.2,15,,,,,,,,,,,,
,39,14.817,2.2,0.198,22,7.4575,,,非目視個所,26,,,4.2,15,,,,,,,,,,,,
,40,15.015,3.2,0.099,32,6.72,,,合計,40,,,3.2,9,,,,,,,,,,,,
,41,15.114,3.3,0.462,33,7.4575,,,,,,,2.2,2,,,,,,,,,,,,
,42,15.576,3.4,0.462,34,7.4575,,,,,,,1.2,6,,,,,,,,,,,,
,43,16.038,3.3,0.792,33,7.4575,,,,,,,5.3,15,,,,,,,,,,,,
,44,16.83,3.2,0.198,32,7.4575,,,,,,,4.3,12,,,,,1,2,3,4,5,6,7,8
,45,17.028,2.1,0.561,21,10.03856097,,,,,,,3.3,1,,,,5,15,15,15,15,15,15,15,15
,46,17.589,1.1,0.132,11,6.72,,,,,,,2.3,5,,,,4,15,15,12,15,15,15,15,15
,47,17.721,9.9,1.221,99,,,,,,,,1.3,15,,,,3,9,9,1,8,15,15,15,15
,48,18.942,0,0.297,0,,,,,,,,5.4,15,,,,2,3,2,5,11,13,7,15,15
,49,19.239,9.9,2.31,99,,,,,,,,4.4,15,,,,1,4,6,15,14,15,15,15,15
,50,21.549,3.1,0.231,31,,,,,,,,3.4,8,,,,,,,,,,,,
,51,21.78,0,0.198,0,,,,,,,,2.4,11,,,,,,,,,,,,
,52,21.978,9.9,0.891,99,,,,,,,,1.4,14,,,,,,,,,,,,
,53,22.869,0,0.231,0,,,,,,,,5.5,15,,,,,,,,,,,,
,54,23.1,2.2,0.099,22,,,,,,,,4.5,15,,,,,,,,,,,,
,55,23.199,3.3,1.32,33,10.03856097,,,,,,,3.5,15,,,,,,,,,,,,
,56,24.519,9.9,1.089,99,,,,,,,,2.5,13,,,,,,,,,,,,
,57,25.608,0,0.33,0,,,,,,,,1.5,15,,,,,,,,,,,,
,58,25.938,2.1,0.066,21,,,,,,,,5.6,15,,,,,,,,,,,,
,59,26.004,2.2,0.132,22,7.4575,,,,,,,4.6,15,,,,,,,,,,,,
,60,26.136,1.2,0.165,12,6.72,,,,,,,3.6,15,,,,,,,,,,,,
,61,26.301,9.9,0.33,99,,,,,,,,2.6,7,,,,,,,,,,,,
,62,26.631,1.2,0.132,12,,,,,,,,1.6,15,,,,,,,,,,,,
,63,26.763,1.1,0.033,11,7.4575,,,,,,,5.7,15,,,,,,,,,,,,
,64,26.796,9.9,0.462,99,,,,,,,,4.7,15,,,,,,,,,,,,
,65,27.258,2.1,0.132,21,,,,,,,,3.7,15,,,,,,,,,,,,
,66,27.39,3.3,0.66,33,16.35896161,,,,,,,2.7,15,,,,,,,,,,,,
,67,28.05,2.3,0.099,23,6.72,,,,,,,1.7,15,,,,,,,,,,,,
,68,28.149,1.4,0.066,14,10.03856097,,,,,,,5.8,15,,,,,,,,,,,,
,69,28.215,9.9,0.66,99,,,,,,,,4.8,15,,,,,,,,,,,,
,70,28.875,2.4,0.264,24,,,,,,,,3.8,15,,,,,,,,,,,,
,71,29.139,3.4,0.066,34,6.72,,,,,,,2.8,15,,,,,,,,,,,,
,72,29.205,3.3,0.33,33,7.4575,,,,,,,1.8,15,,,,,,,,,,,,
,73,29.535,3.2,0.864,32,7.4575,,,,,,総計,40,,,,,,,,,,,,,
,74,30.399,9.9,0.132,99,,,,,,,,,,,,,,,,,,,,,
,75,30.531,9.9,,99,,,,,,,,,,,,,,,,,,,,,
,観測時間［秒］,28.149,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,,,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,2.90,最大移動距離,37.89,,,,,,,,,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.54,平均移動距離,8.66,,,,,,,,,,,,,,,,,,,,
,,,,,距離標準偏差,4.97,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,原本再生時間,28.245,秒,,9.9のカウント数,11,,,,,,,,,,,,,,,,,,,,
,観察時間,28.149,秒,,9.9の秒数,13.035,,,,,,,,,,,,,,,,,,,,
,観察割合,0.997,,,0のカウント数,6,,,,,,,,,,,,,,,,,,,,
,,,,,0の秒数,2.145,,,,,,,,,,,,,,,,,,,,
,総ロスト時間［秒］,15.180,,原本再生に占める9.9の割合,,0.461,,,,,,,,,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.537,,観察時間に占める9.9の割合,,0.463,,,,,,,,,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.539,,原本再生に占める0の割合,,0.076,,,,,,,,,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.076,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,チェックデジット,12.969,,,,,,,,,,,,,,,,,,,,,
