,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,4.752,4.2,0.297,42,,28.05,,格子番号の位置,,,,,,,,,,,以上,未満,累積,頻度,%,,
,2,5.049,3.4,0.363,34,16.35896161,,,,1,2,3,4,5,6,7,8,,1,0,4,0,0,0,,
,3,5.412,2.3,0.396,23,10.03856097,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,2,4,8,13,13,30.23255814,,
,4,5.808,3.4,0.231,34,10.03856097,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,3,8,12,25,12,27.90697674,,
,5,6.039,2.3,0.792,23,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,4,12,16,31,6,13.95348837,,
,6,6.831,3.3,0.462,33,6.72,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,5,16,20,37,6,13.95348837,,
,7,7.293,1.3,0.528,13,13.44,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,6,20,24,42,5,11.62790698,,
,8,7.821,2.3,2.079,23,6.72,,,,,,,,,,,,,7,24,28,42,0,0,,
,9,9.9,2.6,0.429,26,22.3725,,,目視時間の分布（秒）,,26.565,,,,,,,,8,28,32,42,0,0,,
,10,10.329,3.5,1.188,35,10.03856097,,,,1,2,3,4,5,6,7,8,,9,32,36,42,0,0,,
,11,11.517,4.3,0.594,43,16.35896161,,,5,0,0,0,0,0,0.396,0,0,,10,36,40,42,0,0,,
,12,12.111,5.6,0.396,56,23.35994769,,,4,0,0.924,1.254,0.627,0.528,0.594,0,1.188,,11,40,44,42,0,0,,
,13,12.507,2.6,0.396,26,20.16,,,3,0.264,0.429,1.287,3.102,2.211,1.353,0.099,0.264,,12,44,48,43,1,2.325581395,,
,14,12.903,1.7,0.561,17,10.03856097,,,2,0,2.145,4.983,1.089,0.066,1.056,0,0,,13,48,52,43,0,0,,
,15,13.464,2.6,0.231,26,10.03856097,,,1,0,0.363,0.957,0.825,0,0,0.561,0,,14,52,56,43,0,0,,
,16,13.695,3.8,0.264,38,16.35896161,,,,,,,,,,,,,15,56,60,43,0,0,,
,17,13.959,4.8,1.188,48,6.72,,,目視時間の分布（%）,,100,,,,,,,,16,60,64,43,0,0,,
,18,15.147,2.2,0.231,22,46.71989539,,,,1,2,3,4,5,6,7,8,,17,64,68,43,0,0,,
,19,15.378,1.3,0.33,13,10.03856097,,,5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,,18,68,72,43,0,0,,
,20,15.708,2.3,0.495,23,6.72,,,4,0.0,3.5,4.7,2.4,2.0,2.2,0.0,4.5,,19,72,76,43,0,0,,
,21,16.203,2.2,1.056,22,7.4575,,,3,1.0,1.6,4.8,11.7,8.3,5.1,0.4,1.0,,20,76,80,43,0,0,,
,22,17.259,0,0.66,0,,,,2,0.0,8.1,18.8,4.1,0.2,4.0,0.0,0.0,,,,,,,100,,
,23,17.919,1.3,0.099,13,,,,1,0.0,1.4,3.6,3.1,0.0,0.0,2.1,0.0,,,,,,,,,
,24,18.018,2.2,0.858,22,10.03856097,,,,,,,,,,,,,,,,,,,,
,25,18.876,2.3,0.891,23,7.4575,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,26,19.767,3.4,1.65,34,10.03856097,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,27,21.417,3.5,0.528,35,7.4575,,,5,25,25,25,25,25,19,25,25,,,,,,,,,
,28,21.945,3.2,0.165,32,22.3725,,,4,25,12,7,14,17,15,25,8,,,,,,,,,
,29,22.11,3.1,0.264,31,7.4575,,,3,21,18,6,2,3,5,23,21,,,,,,,,,
,30,22.374,1.2,0.363,12,15.37035804,,,2,25,4,1,9,24,10,25,25,,,,,,,,,
,31,22.737,0,0.198,0,,,,1,25,20,11,13,25,25,16,25,,,,,,,,,
