,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,,,,,,,,,,,刻み,4,ｃｍ,,,,,
動画開始時刻,1,2.409,4.4,0.858,44,,54.78,,格子番号の位置,,,,,,,,,,,以上,未満,累積,頻度,%,,
,54,42.504,3.4,0.66,34,15.37035804,,,,,,,5.5,5,,,,,,,,,,,,
,55,43.164,3.6,0.495,36,14.915,,,,,,,4.5,18,,,,,,,,,,,,
,56,43.659,3.5,0.594,35,7.4575,,,,,,,3.5,9,,,,,,,,,,,,
,57,44.253,4.6,0.792,46,10.03856097,,,,,,,2.5,8,,,,,,,,,,,,
,58,45.045,4.7,0.99,47,7.4575,,,,,,,1.5,13,,,,,,,,,,,,
,59,46.035,3.5,0.396,35,16.35896161,,,,,,,5.6,20,,,,,,,,,,,,
,60,46.431,2.6,0.594,26,10.03856097,,,,,,,4.6,12,,,,,,,,,,,,
,61,47.025,4.4,0.561,44,20.07712193,,,,,,,3.6,17,,,,,,,,,,,,
,62,47.586,3.3,3.168,33,10.03856097,,,,,,,2.6,15,,,,,,,,,,,,
,63,50.754,2.3,0.858,23,6.72,,,,,,,1.6,20,,,,,,,,,,,,
,64,51.612,3.3,2.442,33,6.72,,,,,,,5.7,20,,,,,,,,,,,,
,65,54.054,2.2,0.726,22,10.03856097,,,,,,,4.7,10,,,,,,,,,,,,
,66,54.78,3.3,2.409,33,10.03856097,,,,,,,3.7,20,,,,,,,,,,,,
,67,57.189,3.3,,,,,,,,,,2.7,20,,,,,,,,,,,,
,観測時間［秒］,54.78,,,,,,,,,,,1.7,20,,,,,,,,,,,,
,,,,,最少移動距離,6.72,,,,,,,5.8,20,,,,,,,,,,,,
,任意個所の最大目視時間［s］,,,4.26,最大移動距離,25.08,,,,,,,4.8,20,,,,,,,,,,,,
,任意個所の目視時間の標準偏差,,,0.81,平均移動距離,10.90,,,,,,,3.8,20,,,,,,,,,,,,
,,,,,距離標準偏差,4.86,,,,,,,2.8,20,,,,,,,,,,,,
,,,,,,,,,,,,,1.8,20,,,,,,,,,,,,
,原本再生時間,54.719,秒,,9.9のカウント数,2,,,,,,総計,40,,,,,,,,,,,,,
,観察時間,54.78,秒,,9.9の秒数,0.264,,,,,,,,,,,,,,,,,,,,
,観察割合,1.001,,,0のカウント数,2,,,,,,,,,,,,,,,,,,,,
,,,,,0の秒数,0.627,,,,,,,,,,,,,,,,,,,,
,総ロスト時間［秒］,0.891,,原本再生に占める9.9の割合,,0.005,,,,,,,,,,,,,,,,,,,,
,原本再生に占めるロスト割合,0.016,,観察時間に占める9.9の割合,,0.005,,,,,,,,,,,,,,,,,,,,
,観察時間に占めるロスト割合,0.016,,原本再生に占める0の割合,,0.011,,,,,,,,,,,,,,,,,,,,
,,,,観察時間に占める0の割合,,0.011,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,チェックデジット,53.889,,,,,,,,,,,,,,,,,,,,,
,,,,OK,53.889,,,,,,,,,,,,,,,,,,,,,
,,,,,53.889,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
