0.726,4.5,0.726,45,
1.452,3.5,0.198,35,6.72
1.65,2.4,1.254,24,10.03856097
2.904,1.4,0.132,14,6.72
3.036,1.3,0.297,13,7.4575
3.333,1.2,0.297,12,7.4575
3.63,1.3,0.264,13,7.4575
3.894,3.4,0.099,34,15.37035804
3.993,4.4,0.066,44,6.72
4.059,5.5,0.231,55,10.03856097
4.29,5.6,0.66,56,7.4575
4.95,5.5,-0.198,55,7.4575
4.752,5.6,1.485,56,7.4575
6.237,4.5,0.033,45,10.03856097
6.27,3.5,0.132,35,6.72
6.402,2.5,0.033,25,6.72
6.435,2.4,0.033,24,7.4575
6.468,2.5,0.825,25,7.4575
7.293,4.5,0.132,45,13.44
7.425,5.5,0.297,55,6.72
7.722,5.6,0.792,56,7.4575
8.514,4.5,0.033,45,10.03856097
8.547,3.5,0.132,35,6.72
8.679,2.5,0.429,25,6.72
9.108,4.5,0.099,45,13.44
9.207,5.5,0.858,55,6.72
10.065,5.6,0.132,56,7.4575
10.197,3.5,0.099,35,15.37035804
10.296,3.4,0.066,34,7.4575
10.362,2.4,0.198,24,6.72
10.56,2.3,0.792,23,7.4575
11.352,1.3,0.297,13,6.72
11.649,1.2,0.198,12,7.4575
11.847,1.3,0.66,13,7.4575
12.507,1.2,0.033,12,7.4575
12.54,1.3,0.693,13,7.4575
13.233,2.4,0.264,24,10.03856097
13.497,4.4,0.066,44,13.44
13.563,4.5,0.066,45,7.4575
13.629,5.5,0.033,55,6.72
13.662,5.6,0.462,56,7.4575
14.124,5.5,0.033,55,7.4575
14.157,4.4,0.165,44,10.03856097
14.322,3.4,0.264,34,6.72
14.586,5.5,0.297,55,15.37035804
14.883,4.5,0.132,45,6.72
15.015,3.4,0.627,34,10.03856097
15.642,2.4,0.594,24,6.72
16.236,2.3,0.429,23,7.4575
16.665,3.3,0.693,33,6.72
17.358,3.4,0.066,34,7.4575
17.424,3.5,0.066,35,7.4575
17.49,2.6,0.198,26,10.03856097
17.688,2.7,0.297,27,7.4575
17.985,1.7,0.396,17,6.72
18.381,2.7,0.066,27,6.72
18.447,2.5,0.099,25,14.915
18.546,2.4,0.891,24,7.4575
19.437,2.3,0.594,23,7.4575
20.031,1.3,3.366,13,6.72
23.397,2.3,1.617,23,6.72
25.014,2.4,0.363,24,7.4575
25.377,1.3,0.891,13,10.03856097
26.268,2.3,0.132,23,6.72
26.4,2.4,0.561,24,7.4575
26.961,2.3,0.165,23,7.4575
27.126,1.3,0.528,13,6.72
27.654,2.3,1.188,23,6.72
28.842,2.4,0.297,24,7.4575
29.139,1.4,0.066,14,6.72
29.205,1.5,0.132,15,7.4575
29.337,1.4,0.066,14,7.4575
29.403,2.4,0.462,24,6.72
29.865,1.4,0.132,14,6.72
29.997,1.5,0.561,15,7.4575
30.558,1.4,0.429,14,7.4575
30.987,2.5,0.594,25,10.03856097
31.581,3.5,0.033,35,6.72
31.614,4.5,0.264,45,6.72
31.878,4.6,0.363,46,7.4575
32.241,5.6,0.363,56,6.72
32.604,4.5,0.099,45,10.03856097
32.703,4.4,0.099,44,7.4575
32.802,3.4,1.221,34,6.72
34.023,2.5,1.419,25,10.03856097
35.442,3.5,0.066,35,6.72
35.508,4.5,0.363,45,6.72
35.871,5.6,0.528,56,10.03856097
36.399,5.5,0.363,55,7.4575
36.762,4.5,0.033,45,6.72
36.795,3.5,0.066,35,6.72
36.861,2.4,0.231,24,10.03856097
37.092,1.3,0.066,13,10.03856097
37.158,1.2,0.726,12,7.4575
37.884,2.3,0.33,23,10.03856097
38.214,3.3,1.122,33,6.72
39.336,2.4,0.33,24,10.03856097
39.666,3.4,0.033,34,6.72
39.699,3.5,0.231,35,7.4575
39.93,4.5,0.099,45,6.72
40.029,5.5,0.66,55,6.72
40.689,5.6,0.033,56,7.4575
40.722,4.6,0.066,46,6.72
40.788,3.6,0.066,36,6.72
40.854,3.7,0.066,37,7.4575
40.92,2.7,0.33,27,6.72
41.25,2.8,0.099,28,7.4575
41.349,3.8,0.099,38,6.72
41.448,4.7,0.363,47,10.03856097
41.811,4.6,0.066,46,7.4575
41.877,3.6,0.264,36,6.72
42.141,4.6,0.396,46,6.72
42.537,3.4,0.165,34,16.35896161
42.702,2.4,0.198,24,6.72
42.9,2.3,0.099,23,7.4575
42.999,2.4,0.066,24,7.4575
43.065,3.4,0.495,34,6.72
43.56,2.4,0.495,24,6.72
44.055,2.3,0.363,23,7.4575
44.418,2.4,0.165,24,7.4575
44.583,2.3,0.231,23,7.4575
44.814,1.3,1.584,13,6.72
46.398,2.3,0.099,23,6.72
46.497,3.4,0.429,34,10.03856097
46.926,3.3,1.98,33,7.4575
48.906,4.4,0.066,44,10.03856097
48.972,5.5,2.211,55,10.03856097
51.183,4.5,0.066,45,6.72
51.249,4.4,0.033,44,7.4575
51.282,3.4,0.099,34,6.72
51.381,2.4,0.099,24,6.72
51.48,2.3,0.198,23,7.4575
51.678,2.4,0.363,24,7.4575
52.041,2.5,0.33,25,7.4575
52.371,2.4,0.033,24,7.4575
52.404,1.4,0.132,14,6.72
52.536,1.3,0.462,13,7.4575
52.998,1.2,0.066,12,7.4575
53.064,1.1,0.066,11,7.4575
53.13,0,0.198,0,
53.328,1.2,0.297,12,
53.625,1.3,0.132,13,7.4575
53.757,1.2,0.165,12,7.4575
53.922,2.3,0.759,23,10.03856097
54.681,5.4,0.066,54,21.49511354
54.747,5.5,0.99,55,7.4575
55.737,4.5,0.033,45,6.72
55.77,3.5,0.066,35,6.72
55.836,3.4,0.099,34,7.4575
55.935,2.4,0.198,24,6.72
56.133,2.3,0.198,23,7.4575
56.331,2.2,0.066,22,7.4575
56.397,1.1,0.165,11,10.03856097
56.562,1.3,0.099,13,14.915
56.661,1.4,0.033,14,7.4575
56.694,1.5,0.033,15,7.4575
56.727,1.6,0.099,16,7.4575
56.826,1.7,0.198,17,7.4575
57.024,1.6,0.033,16,7.4575
57.057,1.5,,15,7.4575
1.089,2.3,0.198,23,
1.287,2.4,0.693,24,7.4575
1.98,2.3,5.016,23,7.4575
6.996,2.4,0.429,24,7.4575
7.425,2.3,0.132,23,7.4575
7.557,3.4,0.066,34,10.03856097
7.623,4.4,0.099,44,6.72
7.722,4.5,0.264,45,7.4575
7.986,5.5,0.33,55,6.72
8.316,4.5,0.231,45,6.72
8.547,5.5,0.33,55,6.72
8.877,4.5,0.099,45,6.72
8.976,3.4,0.33,34,10.03856097
9.306,2.4,0.231,24,6.72
9.537,3.4,0.528,34,6.72
10.065,2.4,0.165,24,6.72
10.23,2.5,0.066,25,7.4575
10.296,2.6,0.363,26,7.4575
10.659,2.5,0.165,25,7.4575
10.824,1.6,0.297,16,10.03856097
11.121,2.5,0.033,25,10.03856097
11.154,2.4,0.198,24,7.4575
11.352,3.4,0.264,34,6.72
11.616,3.3,0.396,33,7.4575
12.012,2.3,1.551,23,6.72
13.563,3.3,0.198,33,6.72
13.761,2.4,0.495,24,10.03856097
14.256,2.5,0.89,25,7.4575
15.146,3.5,0.166,35,6.72
15.312,4.5,0.066,45,6.72
15.378,5.5,0.528,55,6.72
15.906,4.5,0.099,45,6.72
16.005,3.5,0.231,35,6.72
16.236,2.6,0.066,26,10.03856097
16.302,2.7,0.198,27,7.4575
16.5,2.8,0.363,28,7.4575
16.863,4.7,0.033,47,15.37035804
16.896,4.6,0.066,46,7.4575
16.962,5.6,0.264,56,6.72
17.226,5.5,0.099,55,7.4575
17.325,4.5,0.033,45,6.72
17.358,4.4,0.066,44,7.4575
17.424,3.4,0.264,34,6.72
17.688,2.4,0.297,24,6.72
17.985,2.3,0.033,23,7.4575
18.018,1.3,0.099,13,6.72
18.117,2.3,0.132,23,6.72
18.249,3.3,0.264,33,6.72
18.513,3.4,0.825,34,7.4575
19.338,2.3,0.528,23,10.03856097
19.866,2.4,0.066,24,7.4575
19.932,2.5,0.099,25,7.4575
20.031,2.6,0.099,26,7.4575
20.13,2.7,0.528,27,7.4575
20.658,2.6,0.561,26,7.4575
21.219,2.5,0.066,25,7.4575
21.285,2.4,0.858,24,7.4575
22.143,2.3,0.957,23,7.4575
23.1,2.2,0.297,22,7.4575
23.397,2.3,1.122,23,7.4575
24.519,3.3,0.165,33,6.72
24.684,4.4,0.066,44,10.03856097
24.75,4.5,0.066,45,7.4575
24.816,5.5,0.165,55,6.72
24.981,4.5,0.198,45,6.72
25.179,4.6,0.033,46,7.4575
25.212,3.6,0.363,36,6.72
25.575,3.4,0.132,34,14.915
25.707,3.3,0.033,33,7.4575
25.74,3.2,0.198,32,7.4575
25.938,2.1,0.099,21,10.03856097
26.037,2.2,0.099,22,7.4575
26.136,2.3,0.165,23,7.4575
26.301,2.4,0.099,24,7.4575
26.4,2.5,0.099,25,7.4575
26.499,2.6,0.066,26,7.4575
26.565,1.6,0.165,16,6.72
26.73,2.5,0.066,25,10.03856097
26.796,2.4,0.429,24,7.4575
27.225,2.3,0.33,23,7.4575
27.555,2.4,0.231,24,7.4575
27.786,2.3,1.485,23,7.4575
29.271,2.4,0.429,24,7.4575
29.7,2.3,0.033,23,7.4575
29.733,3.3,1.188,33,6.72
30.921,2.3,0.132,23,6.72
31.053,2.4,0.132,24,7.4575
31.185,3.4,0.066,34,6.72
31.251,4.5,0.066,45,10.03856097
31.317,5.5,0.099,55,6.72
31.416,5.6,0.33,56,7.4575
31.746,5.5,0.033,55,7.4575
31.779,4.4,0.33,44,10.03856097
32.109,4.3,0.198,43,7.4575
32.307,3.3,0.165,33,6.72
32.472,3.2,0.33,32,7.4575
32.802,3.1,0.099,31,7.4575
32.901,2.1,0.099,21,6.72
33,2.3,0.033,23,14.915
33.033,2.4,0.089,24,7.4575
33.122,2.5,0.109,25,7.4575
33.231,1.6,0.561,16,10.03856097
33.792,1.5,0.066,15,7.4575
33.858,1.4,0.594,14,7.4575
34.452,1.5,0.099,15,7.4575
34.551,1.6,0.099,16,7.4575
34.65,2.5,0.066,25,10.03856097
34.716,2.4,0.198,24,7.4575
34.914,3.4,0.132,34,6.72
35.046,2.3,0.33,23,10.03856097
35.376,9.9,0.33,99,
35.706,3.3,0.528,33,
36.234,3.4,0.231,34,7.4575
36.465,2.3,2.376,23,10.03856097
38.841,2.4,0.099,24,7.4575
38.94,2.5,0.759,25,7.4575
39.699,2.6,0.33,26,7.4575
40.029,2.5,0.066,25,7.4575
40.095,2.4,0.33,24,7.4575
40.425,2.3,0.528,23,7.4575
40.953,2.4,0.198,24,7.4575
41.151,2.5,0.198,25,7.4575
41.349,2.4,0.297,24,7.4575
41.646,2.3,0.132,23,7.4575
41.778,2.4,0.33,24,7.4575
42.108,3.4,0.066,34,6.72
42.174,3.5,0.627,35,7.4575
42.801,3.6,0.396,36,7.4575
43.197,3.5,0.099,35,7.4575
43.296,3.4,0.627,34,7.4575
43.923,3.3,0.159,33,7.4575
44.082,2.3,0.831,23,6.72
44.913,9.9,0.528,99,
45.441,2.3,0.033,23,
45.474,3.4,0.033,34,10.03856097
45.507,3.5,0.198,35,7.4575
45.705,4.5,0.462,45,6.72
46.167,3.5,0.132,35,6.72
46.299,3.4,1.023,34,7.4575
47.322,2.3,2.112,23,10.03856097
49.434,2.7,0.165,27,29.83
49.599,2.6,0.066,26,7.4575
49.665,2.5,0.066,25,7.4575
49.731,2.4,0.66,24,7.4575
50.391,2.3,1.716,23,7.4575
52.107,2.4,0.099,24,7.4575
52.206,2.5,0.495,25,7.4575
52.701,2.4,0.33,24,7.4575
53.031,2.3,0.198,23,7.4575
53.229,3.3,0.693,33,6.72
53.922,3.4,0.528,34,7.4575
54.45,3.3,0.429,33,7.4575
54.879,2.3,0.363,23,6.72
55.242,2.4,0.066,24,7.4575
55.308,2.5,0.396,25,7.4575
55.704,2.4,0.198,24,7.4575
55.902,2.3,0.198,23,7.4575
56.1,2.4,0.099,24,7.4575
56.199,0,0.033,0,
56.232,9.9,0.825,99,
