,,11.748,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,0.924,2.4,0.099,24,,18.876,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.023,9.9,0.33,99,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,1.353,2.2,0.099,22,,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,23,23,71.875,,
,4,1.452,1.1,0.165,11,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,27,4,12.5,,
,5,1.617,9.9,2.211,99,,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,29,2,6.25,,
,6,3.828,1.1,0.099,11,,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,30,1,3.125,,
,7,3.927,2.1,0.066,21,6.72,,,,,,,,,,,,,6,20,24,30,0,0,,
,8,3.993,2.2,0.066,22,7.4575,,,目視時間の分布（秒）,,7.029,,,,,,,,7,24,28,31,1,3.125,,
,9,4.059,2.3,0.033,23,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,32,1,3.125,,
,10,4.092,2.4,0.066,24,7.4575,,,5,0.132,0.034,0.726,0.197,0,0,0,0,,9,32,36,32,0,0,,
,11,4.158,1.4,0.066,14,6.72,,,4,0,0.033,0,0.132,0,0,0,0,,10,36,40,32,0,0,,
,12,4.224,1.5,0.165,15,7.4575,,,3,0,0.297,0,0.627,0,0,0,0,,11,40,44,32,0,0,,
,13,4.389,9.9,0.891,99,,,,2,0.66,1.485,0.066,1.617,0.198,0,0,0,,12,44,48,32,0,0,,
,14,5.28,5.2,0.034,52,,,,1,0.297,0,0,0.198,0.297,0.033,0,0,,13,48,52,32,0,0,,
,15,5.314,5.4,0.197,54,14.915,,,,,,,,,,,,,14,52,56,32,0,0,,
,16,5.511,5.3,0.726,53,7.4575,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,32,0,0,,
,17,6.237,4.4,0.132,44,10.03856097,,,,1,2,3,4,5,6,7,8,,16,60,64,32,0,0,,
,18,6.369,3.4,0.264,34,6.72,,,5,1.9,0.5,10.3,2.8,0.0,0.0,0.0,0.0,,17,64,68,32,0,0,,
,19,6.633,2.4,0.132,24,6.72,,,4,0.0,0.5,0.0,1.9,0.0,0.0,0.0,0.0,,18,68,72,32,0,0,,
,20,6.765,1.4,0.132,14,6.72,,,3,0.0,4.2,0.0,8.9,0.0,0.0,0.0,0.0,,19,72,76,32,0,0,,
,21,6.897,9.9,0.891,99,,,,2,9.4,21.1,0.9,23.0,2.8,0.0,0.0,0.0,,20,76,80,32,0,0,,
,22,7.788,2.4,0.66,24,,,,1,4.2,0.0,0.0,2.8,4.2,0.5,0.0,0.0,,,,,,,100,,
,23,8.448,2.5,0.066,25,7.4575,,,,,,,,,,,,,,,,,,,,
,24,8.514,1.5,0.066,15,6.72,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,8.58,9.9,1.452,99,,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,10.032,2.1,0.066,21,,,,5,12,15,3,11,18,18,18,18,,,,,,,,,
,27,10.098,0,0.198,0,,,,4,18,16,18,13,18,18,18,18,,,,,,,,,
,28,10.296,5.1,0.132,51,,,,3,18,7,18,5,18,18,18,18,,,,,,,,,
,29,10.428,3.4,0.066,34,26.09908727,,,2,4,2,14,1,10,18,18,18,,,,,,,,,
,30,10.494,2.4,0.363,24,6.72,,,1,6,18,18,9,8,16,18,18,,,,,,,,,
,31,10.857,2.5,0.066,25,7.4575,,,,,,,,,,,,,,,,,,,,
,32,10.923,1.6,0.033,16,10.03856097,,,,,,,,,,,,,,,,,,,,
,33,10.956,9.9,1.485,99,,,,目視個所Ｔｏｐ　No.1,2.4,1,,5.1,12,,,,,,,,,,,,
,34,12.441,2.1,0.066,21,,,,目視個所Ｔｏｐ　No.2,2.2,2,,4.1,18,,,,,,,,,,,,
,35,12.507,2.2,0.363,22,7.4575,,,目視個所Ｔｏｐ　No.3,5.3,3,,3.1,18,,,,,,,,,,,,
