,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,0.792,4.5,0.396,45,,18.81,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,1.188,3.5,0.495,35,6.72,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,1.683,3.6,0.066,36,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,49,49,72.05882353,,
,4,1.749,2.6,0.264,26,6.72,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,62,13,19.11764706,,
,5,2.013,2.7,0.264,27,7.4575,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,67,5,7.352941176,,
,6,2.277,2.8,0.363,28,7.4575,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,68,1,1.470588235,,
,7,2.64,2.7,0.066,27,7.4575,,,,,,,,,,,,,6,20,24,68,0,0,,
,8,2.706,2.6,0.099,26,7.4575,,,目視時間の分布（秒）,,18.81,,,,,,,,7,24,28,68,0,0,,
,9,2.805,3.5,0.165,35,10.03856097,,,,1,2,3,4,5,6,7,8,,8,28,32,68,0,0,,
,10,2.97,2.4,0.099,24,10.03856097,,,5,0,0,0,1.188,0.198,0,0,0,,9,32,36,68,0,0,,
,11,3.069,3.4,0.066,34,6.72,,,4,0,0,0,0.792,0.891,0,0,0,,10,36,40,68,0,0,,
,12,3.135,4.5,0.066,45,10.03856097,,,3,0,0,0.462,2.211,2.739,2.178,0.429,0,,11,40,44,68,0,0,,
,13,3.201,3.5,0.264,35,6.72,,,2,0,0,0.693,1.089,0.396,2.31,2.871,0.363,,12,44,48,68,0,0,,
,14,3.465,2.5,0.33,25,6.72,,,1,0,0,0,0,0,0,0,0,,13,48,52,68,0,0,,
,15,3.795,3.6,1.518,36,10.03856097,,,,,,,,,,,,,14,52,56,68,0,0,,
,16,5.313,5.5,0.198,55,15.37035804,,,目視時間の分布（%）,,100,,,,,,,,15,56,60,68,0,0,,
,17,5.511,5.4,1.188,54,7.4575,,,,1,2,3,4,5,6,7,8,,16,60,64,68,0,0,,
,18,6.699,4.5,0.066,45,10.03856097,,,5,0.0,0.0,0.0,6.3,1.1,0.0,0.0,0.0,,17,64,68,68,0,0,,
,19,6.765,3.5,0.132,35,6.72,,,4,0.0,0.0,0.0,4.2,4.7,0.0,0.0,0.0,,18,68,72,68,0,0,,
,20,6.897,3.6,0.165,36,7.4575,,,3,0.0,0.0,2.5,11.8,14.6,11.6,2.3,0.0,,19,72,76,68,0,0,,
,21,7.062,2.6,0.561,26,6.72,,,2,0.0,0.0,3.7,5.8,2.1,12.3,15.3,1.9,,20,76,80,68,0,0,,
,22,7.623,2.4,0.066,24,14.915,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100,,
,23,7.689,2.3,0.528,23,7.4575,,,,,,,,,,,,,,,,,,,,
,24,8.217,2.4,0.033,24,7.4575,,,目視時間の分布ランキング,,,,,,,,,,,,,,,,,
,25,8.25,3.4,0.297,34,6.72,,,,1,2,3,4,5,6,7,8,,,,,,,,,
,26,8.547,3.5,0.198,35,7.4575,,,5,16,16,16,6,15,16,16,16,,,,,,,,,
,27,8.745,3.6,0.132,36,7.4575,,,4,16,16,16,9,8,16,16,16,,,,,,,,,
,28,8.877,2.6,0.495,26,6.72,,,3,16,16,11,4,2,5,12,16,,,,,,,,,
,29,9.372,2.7,0.198,27,7.4575,,,2,16,16,10,7,13,3,1,14,,,,,,,,,
,30,9.57,2.6,0.066,26,7.4575,,,1,16,16,16,16,16,16,16,16,,,,,,,,,
,31,9.636,3.5,0.462,35,10.03856097,,,,,,,,,,,,,,,,,,,,
,32,10.098,3.4,0.726,34,7.4575,,,,,,,,,,,,,,,,,,,,
