,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,5.884,9.9,0.924,99,,18.81,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,6.808,2.6,0.363,26,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,7.171,3.6,0.231,36,6.72,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,8,8,36.36363636,,
,4,7.402,4.5,0.825,45,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,9,1,4.545454545,,
,5,8.227,2.5,0.132,25,13.44,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,12,3,13.63636364,,
,6,8.359,1.5,1.188,15,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,14,2,9.090909091,,
,7,9.547,1.7,0.825,17,14.915,,,,,,,,,,,,,6,20,24,15,1,4.545454545,,
,8,10.372,5.4,0.66,54,34.97231986,,,目視時間の分布（秒）,,17.886,,,,,,,,7,24,28,19,4,18.18181818,,
,9,11.032,2.2,0.693,22,25.07753626,,,,1,2,3,4,5,6,7,8,,8,28,32,21,2,9.090909091,,
,10,11.725,1.6,4.917,16,30.57756203,,,5,0,0,0.165,0.66,0,0,0,0,,9,32,36,22,1,4.545454545,,
,11,16.642,1.7,0.858,17,7.4575,,,4,0,0.165,0.297,0,0.825,0,0,0,,10,36,40,22,0,0,,
,12,17.5,3.4,0.198,34,26.09908727,,,3,0,0,0,0.198,0.693,2.277,0,0,,11,40,44,22,0,0,,
,13,17.698,4.2,0.165,42,16.35896161,,,2,0,0.693,0,0,0.132,0.429,0,0,,12,44,48,22,0,0,,
,14,17.863,4.3,0.297,43,7.4575,,,1,0,1.485,0.528,0,1.188,5.379,2.772,0,,13,48,52,22,0,0,,
