,,,,,視線移動距離算定,,,,,,,,,,,,,,,,,,,,,
,No,視線観測時刻（秒）,格子番号,滞在時間（秒）,便宜的変換,視線移動距離,滞在時間の合計（秒）,,格子番号の位置,,,,,,,,,,刻み,4,ｃｍ,,,,,
開始時刻,1,4.785,9.9,0.066,,,31.317,,,1,2,3,4,5,6,7,8,,,以上,未満,累積,頻度,%,,
,2,4.851,3.5,0.627,35,,,,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,,1,0,4,0,0,0,,
,3,5.478,3.4,6.732,34,7.4575,,,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,,2,4,8,12,12,63.15789474,,
,4,12.21,4.5,0.726,45,10.03856097,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,,3,8,12,18,6,31.57894737,,
,5,12.936,5.4,0.627,54,10.03856097,,,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,,4,12,16,19,1,5.263157895,,
,6,13.563,4.4,2.673,44,6.72,,,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,,5,16,20,19,0,0,,
,7,16.236,3.4,1.155,34,6.72,,,,,,,,,,,,,6,20,24,19,0,0,,
,8,17.391,3.5,0.528,35,7.4575,,,目視時間の分布（秒）,,31.251,,,,,,,,7,24,28,19,0,0,,
,9,17.919,3.4,3.63,34,7.4575,,,,1,2,3,4,5,6,7,8,,8,28,32,19,0,0,,
,10,21.549,4.5,0.363,45,10.03856097,,,5,0,0,0,0.627,0,0,0,0,,9,32,36,19,0,0,,
,11,21.912,3.4,6.963,34,10.03856097,,,4,0,0,0.99,4.158,4.323,0,0,0,,10,36,40,19,0,0,,
,12,28.875,3.5,0.561,35,7.4575,,,3,0,0,0,19.437,1.716,0,0,0,,11,40,44,19,0,0,,
,13,29.436,4.5,1.518,45,6.72,,,2,0,0,0,0,0,0,0,0,,12,44,48,19,0,0,,
,14,30.954,4.4,0.561,44,7.4575,,,1,0,0,0,0,0,0,0,0,,13,48,52,19,0,0,,
,15,31.515,4.5,0.858,45,7.4575,,,,,,,,,,,,,14,52,56,19,0,0,,
